,TidId,Start,Slut,Notat,Notat,OprettelsesDato,Navn
,100042,20/05/2009,24/05/2009,flytbar,2,30/03/2007,El-plads
,100043,20/05/2009,23/05/2009,flytbar,100,07/01/2004 14.23,El-plads
,100045,26/06/2009,28/06/2009,flytbar,34,20/05/2009,El-plads
,100046,20/05/2009,21/05/2009,flytbar,247,20/05/2009 09.55,El-plads
,100047,20/05/2009,25/05/2009,flytbar,61,28/03/2002,El-plads
,100054,20/05/2009,24/05/2009,flytbar,138,26/08/2008 12.57,El-plads
,100059,20/05/2009,29/05/2009,flytbar,34,20/05/2009,El-plads
,100063,20/05/2009,01/06/2009,flytbar,135,20/05/2009 15.46,El-plads
,100068,20/05/2009,01/06/2009,flytbar,9,13/06/2008 15.33,El-plads
,100069,22/05/2009,23/05/2009,flytbar,139,20/05/2009 16.39,El-plads
,100071,21/05/2009,01/06/2009,flytbar,132,25/07/2008 11.25,El-plads
,100073,20/05/2009,21/05/2009,flytbar,72,20/05/2009 17.10,El-plads
,100075,20/05/2009,22/05/2009,flytbar,124,20/05/2009 17.51,El-plads
,100080,20/05/2009,24/05/2009,flytbar,77,13/04/2007,El-plads
,100081,20/05/2009,24/05/2009,flytbar,122,20/05/2009 18.40,El-plads
,100083,20/05/2009,24/05/2009,flytbar,82,02/05/2009 12.51,El-plads
,100084,20/05/2009,24/05/2009,flytbar,84,20/10/2006 12.08,El-plads
,100086,20/05/2009,24/05/2009,flytbar,161,20/05/2009 20.01,El-plads
,100088,20/05/2009,24/05/2009,flytbar,232,20/05/2009 20.47,El-plads
,100092,20/05/2009,24/05/2009,flytbar,44,21/05/2009 09.47,El-plads
,100094,29/05/2009,01/06/2009,flytbar,15,02/05/2000,El-plads
,100096,21/05/2009,24/05/2009,flytbar,247,21/05/2009,El-plads
,100100,21/05/2009,23/05/2009,flytbar,47,21/05/2009 10.23,El-plads
,100108,21/05/2009,23/05/2009,flytbar,26,21/05/2009 11.16,El-plads
,100111,21/05/2009,01/06/2009,flytbar,133,21/05/2009 11.22,El-plads
,100112,21/05/2009,24/05/2009,flytbar,119,21/05/2009 11.28,El-plads
,100116,21/05/2009,22/05/2009,flytbar,159,21/05/2009 11.40,El-plads
,100118,21/05/2009,23/05/2009,flytbar,4,21/05/2009 11.48,El-plads
,100120,20/05/2009,24/05/2009,flytbar,118,21/05/2009 09.32,El-plads
,100124,21/05/2009,02/06/2009,flytbar,241,19/01/2009 16.19,El-plads
,100125,21/05/2009,02/06/2009,flytbar,243,19/01/2009 16.19,El-plads
,100126,21/05/2009,24/05/2009,flytbar,75,21/05/2009 12.27,El-plads
,100128,20/05/2009,24/05/2009,flytbar,125,18/04/2009 18.00,El-plads
,100129,21/05/2009,24/05/2009,flytbar,62,21/05/2009 12.10,El-plads
,100131,21/05/2009,24/05/2009,flytbar,49,21/05/2009 14.20,El-plads
,100132,21/05/2009,24/05/2009,flytbar,140,07/10/2004 08.44,El-plads
,100133,21/05/2009,24/05/2009,flytbar,121,21/05/2009 14.59,El-plads
,100134,21/05/2009,24/05/2009,flytbar,141,21/05/2009 15.05,El-plads
,100137,21/05/2009,24/05/2009,flytbar,42,21/05/2009 15.57,El-plads
,100139,21/05/2009,24/05/2009,flytbar,120,21/05/2009,El-plads
,100144,22/05/2009,24/05/2009,ikke flytbar,59,13/09/2008 11.31,El-plads
,100147,21/05/2009,23/05/2009,flytbar,13,21/05/2009 16.27,El-plads
,100153,25/07/2009,09/08/2009,flytbar,52,19/02/1997 11.52,El-plads
,100155,25/07/2009,09/08/2009,flytbar,53,19/02/1997 11.52,El-plads
,100160,22/05/2009,24/05/2009,flytbar,16,27/08/2008 12.27,El-plads
,100161,22/05/2009,24/05/2009,ikke flytbar,37,22/05/2009 10.17,El-plads
,100162,22/05/2009,24/05/2009,flytbar,57,22/05/2009,El-plads
,100163,22/05/2009,24/05/2009,flytbar,20,30/03/2007 11.16,El-plads
,100166,22/05/2009,24/05/2009,flytbar,244,07/10/2005,El-plads
,100169,22/05/2009,25/05/2009,flytbar,129,19/01/2009 16.19,El-plads
,100173,22/05/2009,24/05/2009,flytbar,242,16/06/2006,El-plads
,100181,22/05/2009,25/05/2009,flytbar,72,18/08/2004 14.50,El-plads
,100185,04/06/2009,07/06/2009,flytbar,92,19/03/2005 12.37,El-plads
,100187,22/05/2009,25/05/2009,flytbar,29,29/04/2006 12.10,El-plads
,100188,22/05/2009,24/05/2009,flytbar,123,19/01/2009 16.19,El-plads
,100192,23/05/2009,25/05/2009,flytbar,60,30/04/1998,El-plads
,100198,29/05/2009,08/06/2009,flytbar,71,27/02/2007,El-plads
,100199,23/05/2009,24/05/2009,flytbar,64,04/04/2002 15.53,El-plads
,100202,23/05/2009,25/05/2009,flytbar,100,23/05/2009 14.25,El-plads
,100208,28/06/2009,30/06/2009,flytbar,95,23/05/2009,El-plads
,100214,24/05/2009,26/05/2009,flytbar,253,16/08/2006 14.48,El-plads
,100216,24/05/2009,26/05/2009,flytbar,90,24/05/2009 13.48,El-plads
,100217,24/05/2009,26/05/2009,flytbar,99,24/08/2006 17.33,El-plads
,100218,24/05/2009,07/06/2009,flytbar,82,24/05/2009 15.46,El-plads
,100219,24/05/2009,28/05/2009,flytbar,137,21/09/2008 14.19,El-plads
,100223,30/05/2009,07/06/2009,flytbar,244,25/05/2009 09.33,El-plads
,100231,29/05/2009,01/06/2009,flytbar,344,29/04/2006 12.10,El-plads
,100237,25/05/2009,28/05/2009,flytbar,37,25/05/2009 16.00,El-plads
,100238,25/05/2009,27/05/2009,flytbar,94,25/05/2009 16.27,El-plads
,100240,25/05/2009,13/07/2009,flytbar,39,25/05/2009 18.24,El-plads
,100252,27/06/2009,05/07/2009,ikke flytbar,26,10/01/2005 11.55,El-plads
,100261,27/07/2009,05/08/2009,flytbar,62,26/05/2009 12.21,El-plads
,100263,26/05/2009,27/05/2009,flytbar,145,26/05/2009 15.25,El-plads
,100266,26/05/2009,29/05/2009,flytbar,89,26/05/2009 16.56,El-plads
,100267,29/05/2009,01/06/2009,flytbar,88,26/05/2009 17.14,El-plads
,100268,05/06/2009,07/06/2009,flytbar,253,25/07/2006 16.43,El-plads
,100269,05/06/2009,07/06/2009,flytbar,251,25/07/2006 16.43,El-plads
,100271,31/05/2009,04/06/2009,flytbar,87,26/05/2009 18.07,El-plads
,100275,29/05/2009,01/06/2009,flytbar,137,07/04/1996 18.46,El-plads
,100276,30/05/2009,01/06/2009,flytbar,120,27/05/2009 07.11,El-plads
,100277,30/05/2009,01/06/2009,flytbar,122,27/05/2009 07.11,El-plads
,100279,29/05/2009,28/06/2009,ikke flytbar,75,27/05/2009,El-plads
,100283,12/07/2009,16/07/2009,flytbar,253,27/05/2009 10.24,El-plads
,100285,29/05/2009,02/06/2009,flytbar,90,27/05/2009 14.42,El-plads
,100286,29/05/2009,01/06/2009,flytbar,94,27/05/2009,El-plads
,100287,27/05/2009,03/06/2009,flytbar,95,27/05/2009 15.20,El-plads
,100289,31/05/2009,05/06/2009,flytbar,58,23/08/2008,El-plads
,100291,27/05/2009,30/05/2009,flytbar,87,27/05/2009 16.39,El-plads
,100293,11/07/2009,16/07/2009,flytbar,121,27/05/2009,El-plads
,100296,29/05/2009,01/06/2009,flytbar,37,28/05/2009,El-plads
,100300,29/05/2009,02/06/2009,ikke flytbar,36,28/05/2009 12.34,El-plads
,100302,15/08/2009,22/08/2009,flytbar,94,28/05/2009 13.47,El-plads
,100304,28/05/2009,29/06/2009,flytbar,44,06/10/2001 11.41,El-plads
,100305,01/06/2009,14/06/2009,flytbar,24,05/09/2006 15.40,El-plads
,100306,28/05/2009,01/06/2009,flytbar,33,05/09/2006 15.40,El-plads
,100316,29/05/2009,07/06/2009,ikke flytbar,96,29/08/2003 18.12,El-plads
,100321,28/05/2009,20/09/2009,flytbar,147,08/05/2007 15.32,El-plads
,100327,29/05/2009,01/06/2009,flytbar,99,29/05/2009,El-plads
,100328,29/05/2009,01/06/2009,flytbar,72,29/05/2009,El-plads
,100329,29/05/2009,01/06/2009,flytbar,47,09/04/2009 11.03,El-plads
,100330,29/05/2009,01/06/2009,flytbar,100,31/07/2008 11.16,El-plads
,100333,29/05/2009,02/06/2009,flytbar,83,29/05/2009 12.13,El-plads
,100336,29/05/2009,03/06/2009,flytbar,57,29/05/2009 13.15,El-plads
,100337,29/05/2009,01/06/2009,ikke flytbar,2,12/04/2009 15.45,El-plads
,100339,30/05/2009,02/06/2009,flytbar,130,29/05/2009,El-plads
,100346,29/05/2009,30/05/2009,flytbar,106,29/05/2009 15.21,El-plads
,100347,29/05/2009,31/05/2009,flytbar,13,29/05/2009 15.26,El-plads
,100348,29/05/2009,31/05/2009,flytbar,149,29/05/2009 15.34,El-plads
,100349,30/05/2009,01/06/2009,flytbar,157,17/10/2000 10.13,El-plads
,100350,29/05/2009,01/06/2009,flytbar,29,21/09/2005,El-plads
,100353,29/05/2009,01/06/2009,flytbar,64,29/05/2009 16.17,El-plads
,100354,29/05/2009,01/06/2009,flytbar,245,29/05/2009 16.29,El-plads
,100356,29/05/2009,31/05/2009,flytbar,42,11/09/1999 10.06,El-plads
,100360,28/05/2009,02/06/2009,flytbar,98,24/02/2009 12.04,El-plads
,100362,29/05/2009,01/06/2009,flytbar,153,29/05/2009,El-plads
,100364,29/05/2009,30/05/2009,flytbar,60,29/05/2009 18.05,El-plads
,100365,29/05/2009,01/06/2009,flytbar,77,17/09/2004 17.19,El-plads
,100369,30/05/2009,01/06/2009,flytbar,117,29/05/2009 20.39,El-plads
,100372,29/05/2009,01/06/2009,flytbar,104,30/05/2009 08.22,El-plads
,100379,30/05/2009,01/06/2009,flytbar,129,09/06/2007,El-plads
,100382,30/05/2009,02/06/2009,flytbar,76,30/05/2009 10.32,El-plads
,100383,30/05/2009,01/06/2009,flytbar,81,30/05/2009 10.34,El-plads
,100384,30/05/2009,03/06/2009,flytbar,66,30/05/2009 10.44,El-plads
,100385,01/04/2010,04/07/2010,flytbar,6,11/02/1999,El-plads
,100386,30/05/2009,01/06/2009,flytbar,118,30/05/2009 11.24,El-plads
,100387,30/05/2009,02/06/2009,flytbar,119,30/05/2009 12.14,El-plads
,100388,31/05/2009,02/06/2009,flytbar,121,30/05/2009 12.14,El-plads
,100390,30/05/2009,02/06/2009,flytbar,125,22/05/2001 14.18,El-plads
,100391,30/05/2009,02/06/2009,flytbar,123,22/05/2001 14.18,El-plads
,100397,30/05/2009,02/06/2009,flytbar,131,30/05/2009 16.12,El-plads
,100404,26/07/2009,29/08/2009,flytbar,97,31/05/2009,El-plads
,100409,31/05/2009,01/06/2009,flytbar,124,31/05/2009 11.50,El-plads
,100414,31/05/2009,01/06/2009,flytbar,84,31/05/2009 14.45,El-plads
,100416,31/05/2009,01/06/2009,flytbar,106,31/05/2009,El-plads
,100419,31/05/2009,07/06/2009,flytbar,59,03/06/2007 10.02,El-plads
,100420,29/06/2009,09/07/2009,ikke flytbar,149,11/06/2006 14.26,El-plads
,100421,01/06/2009,17/06/2009,flytbar,97,01/06/2009 11.04,El-plads
,100427,01/06/2009,07/06/2009,flytbar,32,16/05/2009,El-plads
,100428,01/06/2009,02/06/2009,flytbar,344,01/06/2009,El-plads
,100429,01/06/2009,03/06/2009,flytbar,143,10/02/1996,El-plads
,100430,01/06/2009,05/06/2009,flytbar,145,11/10/2005 09.49,El-plads
,100433,01/06/2009,02/06/2009,flytbar,245,01/06/2009 16.41,El-plads
,100436,01/06/2009,03/06/2009,flytbar,99,01/06/2009 17.01,El-plads
,100439,01/06/2009,05/06/2009,flytbar,26,15/10/2007,El-plads
,100445,04/06/2009,07/06/2009,flytbar,15,02/06/2009 10.06,El-plads
,100446,13/06/2009,23/06/2009,flytbar,161,02/06/2009 10.44,El-plads
,100447,11/07/2009,18/07/2009,flytbar,19,02/06/2009 11.36,El-plads
,100449,22/07/2009,31/07/2009,flytbar,63,02/06/2009 12.06,El-plads
,100453,02/06/2009,10/06/2009,flytbar,47,18/10/2006 12.28,El-plads
,100456,02/06/2009,05/06/2009,flytbar,232,02/06/2009 15.13,El-plads
,100459,02/06/2009,03/06/2009,flytbar,60,02/06/2009 17.39,El-plads
,100460,02/06/2009,09/06/2009,flytbar,397,18/08/2006 17.11,El-plads
,100461,25/07/2009,01/08/2009,flytbar,87,02/06/2009 18.01,El-plads
,100465,05/06/2009,07/06/2009,flytbar,87,02/06/2009 19.31,El-plads
,100467,02/06/2009,03/06/2009,flytbar,129,03/06/2009 08.22,El-plads
,100468,18/06/2009,09/07/2009,ikke flytbar,133,03/06/2009 09.18,El-plads
,100469,01/06/2009,03/06/2009,flytbar,37,12/09/2007 13.42,El-plads
,100470,06/07/2009,14/07/2009,flytbar,45,23/06/1995,El-plads
,100471,04/07/2009,11/07/2009,flytbar,157,03/06/2009,El-plads
,100472,03/06/2009,07/06/2009,flytbar,66,30/08/2008,El-plads
,100473,03/06/2009,04/06/2009,flytbar,76,31/05/2004 15.10,El-plads
,100475,03/06/2009,04/06/2009,flytbar,131,03/06/2009 14.34,El-plads
,100476,03/06/2009,08/06/2009,flytbar,120,03/06/2009 14.50,El-plads
,100478,03/06/2009,04/06/2009,flytbar,137,03/06/2009 16.51,El-plads
,100479,03/06/2009,08/06/2009,flytbar,247,28/06/2003,El-plads
,100480,03/06/2009,04/06/2009,flytbar,99,03/06/2009 18.58,El-plads
,100485,03/06/2009,04/06/2009,flytbar,89,04/06/2009 11.27,El-plads
,100487,04/06/2009,07/06/2009,flytbar,88,08/04/2001,El-plads
,100488,04/06/2009,05/06/2009,flytbar,34,04/06/2009 15.10,El-plads
,100489,04/06/2009,07/06/2009,flytbar,245,04/06/2009 15.50,El-plads
,100491,04/06/2009,05/06/2009,flytbar,67,04/06/2009 16.19,El-plads
,100494,04/06/2009,08/06/2009,flytbar,249,04/06/2009 19.21,El-plads
,100495,04/06/2009,05/06/2009,flytbar,141,04/06/2009 19.24,El-plads
,100497,04/06/2009,05/06/2009,flytbar,45,05/06/2009 09.06,El-plads
,100499,23/06/2009,28/06/2009,ikke flytbar,22,05/06/2009,El-plads
,100500,26/06/2009,28/06/2009,ikke flytbar,20,05/06/2009,El-plads
,100501,04/06/2009,06/06/2009,flytbar,135,03/06/2009 15.07,El-plads
,100502,05/06/2009,14/06/2009,flytbar,60,15/10/2006 13.06,El-plads
,100503,05/06/2009,07/06/2009,flytbar,128,05/06/2009 13.46,El-plads
,100508,05/06/2009,07/06/2009,flytbar,51,05/06/2009 15.57,El-plads
,100510,12/06/2009,28/06/2009,flytbar,45,22/01/1996 10.22,El-plads
,100512,06/06/2009,08/06/2009,flytbar,138,06/06/2009 12.21,El-plads
,100516,06/06/2009,08/06/2009,flytbar,143,06/06/2009 16.49,El-plads
,100519,06/06/2009,13/06/2009,flytbar,344,13/06/2008 13.22,El-plads
,100524,06/06/2009,07/06/2009,flytbar,49,07/06/2009 10.38,El-plads
,100527,16/06/2009,21/06/2009,flytbar,88,08/04/2001,El-plads
,100528,19/06/2009,22/06/2009,flytbar,123,07/06/2009 12.03,El-plads
,100529,19/06/2009,22/06/2009,flytbar,121,07/06/2009 12.03,El-plads
,100530,19/06/2009,22/06/2009,flytbar,119,07/06/2009 12.03,El-plads
,100534,26/07/2009,29/07/2009,ikke flytbar,123,07/06/2009 12.41,El-plads
,100535,26/07/2009,29/07/2009,flytbar,125,07/06/2009 12.41,El-plads
,100536,07/06/2009,14/06/2009,flytbar,98,07/06/2009 12.48,El-plads
,100540,07/06/2009,08/06/2009,flytbar,92,07/06/2009 15.57,El-plads
,100542,23/07/2009,24/07/2009,flytbar,133,07/06/2009,El-plads
,100546,21/06/2009,05/07/2009,flytbar,97,08/06/2009 11.21,El-plads
,100547,08/06/2009,15/06/2009,flytbar,87,08/06/2009 11.58,El-plads
,100549,02/07/2009,05/07/2009,flytbar,67,08/06/2009 14.11,El-plads
,100550,08/06/2009,22/06/2009,flytbar,92,08/06/2009 14.18,El-plads
,100551,08/06/2009,09/06/2009,flytbar,135,08/06/2009 15.01,El-plads
,100552,08/06/2009,12/06/2009,flytbar,249,08/06/2009 14.47,El-plads
,100555,08/06/2009,09/06/2009,flytbar,134,08/06/2009 17.07,El-plads
,100558,08/08/2009,25/10/2009,ikke flytbar,38,23/04/2007 15.35,El-plads
,100563,29/06/2009,01/07/2009,ikke flytbar,62,09/06/2009,El-plads
,100565,12/06/2009,14/06/2009,ikke flytbar,157,09/06/2009 11.55,El-plads
,100566,12/06/2009,14/06/2009,ikke flytbar,158,09/06/2009 11.55,El-plads
,100569,09/06/2009,16/06/2009,flytbar,88,09/06/2009 14.10,El-plads
,100570,09/06/2009,15/06/2009,flytbar,88,09/06/2009 15.18,El-plads
,100571,25/06/2009,28/06/2009,ikke flytbar,18,05/06/2009,El-plads
,100572,09/06/2009,10/06/2009,flytbar,118,09/06/2009 16.10,El-plads
,100574,09/06/2009,14/06/2009,flytbar,51,09/06/2009 17.40,El-plads
,100587,15/07/2009,24/07/2009,flytbar,60,09/06/2009 20.17,El-plads
,100592,10/06/2009,13/06/2009,flytbar,245,08/01/2009 10.29,El-plads
,100601,09/06/2009,16/06/2009,flytbar,236,09/06/2009 18.06,El-plads
,100606,10/06/2009,13/06/2009,flytbar,11,10/06/2009 14.12,El-plads
,100607,10/06/2009,12/06/2009,flytbar,116,27/03/1999,El-plads
,100608,10/06/2009,12/06/2009,flytbar,397,27/09/2001,El-plads
,100609,10/06/2009,13/06/2009,flytbar,132,10/06/2009 12.02,El-plads
,100611,25/07/2009,13/08/2009,flytbar,243,10/06/2009 15.25,El-plads
,100613,22/06/2009,28/06/2009,flytbar,93,10/06/2009 15.36,El-plads
,100614,27/06/2009,04/07/2009,flytbar,94,10/06/2009,El-plads
,100616,11/06/2009,12/06/2009,flytbar,90,10/06/2009 16.12,El-plads
,100617,28/06/2009,09/07/2009,flytbar,96,17/05/2009 12.03,El-plads
,100619,10/06/2009,28/06/2009,flytbar,151,19/09/1996,El-plads
,100620,10/06/2009,12/06/2009,flytbar,244,10/06/2009 18.08,El-plads
,100622,10/06/2009,11/06/2009,flytbar,76,10/06/2009 18.37,El-plads
,100623,10/06/2009,11/06/2009,flytbar,74,10/06/2009 18.36,El-plads
,100630,22/07/2009,28/07/2009,flytbar,90,11/06/2009 09.27,El-plads
,100641,11/06/2009,15/06/2009,flytbar,247,11/06/2009 11.58,El-plads
,100645,11/06/2009,14/06/2009,flytbar,34,17/08/2007 14.05,El-plads
,100646,11/06/2009,13/06/2009,flytbar,59,11/06/2009 16.27,El-plads
,100651,04/07/2009,11/07/2009,ikke flytbar,141,11/06/2009 23.55,El-plads
,100652,04/07/2009,11/07/2009,ikke flytbar,139,11/06/2009 23.55,El-plads
,100653,04/07/2009,11/07/2009,flytbar,140,11/06/2009 23.55,El-plads
,100654,04/07/2009,11/07/2009,ikke flytbar,144,11/06/2009 23.55,El-plads
,100655,05/07/2009,11/07/2009,flytbar,142,11/06/2009 23.55,El-plads
,100658,26/07/2009,02/08/2009,flytbar,92,12/06/2009 08.32,El-plads
,100669,12/06/2009,16/06/2009,flytbar,153,20/05/2009,El-plads
,100670,12/06/2009,17/06/2009,flytbar,138,12/06/2009 16.36,El-plads
,100679,13/06/2009,16/06/2009,flytbar,47,13/06/2005 18.40,El-plads
,100680,13/06/2009,16/06/2009,flytbar,27,23/08/2002 15.20,El-plads
,100681,13/06/2009,28/06/2009,flytbar,32,13/06/2009 14.24,El-plads
,100683,13/06/2009,16/06/2009,flytbar,246,16/04/2006 19.30,El-plads
,100684,13/06/2009,15/06/2009,flytbar,9,13/06/2009 16.02,El-plads
,100686,13/06/2009,28/06/2009,flytbar,46,13/06/2009 17.29,El-plads
,100694,24/07/2009,29/07/2009,flytbar,120,14/06/2009 13.28,El-plads
,100695,24/07/2009,29/07/2009,flytbar,122,14/06/2009 13.28,El-plads
,100699,14/06/2009,16/06/2009,flytbar,62,14/06/2009 16.19,El-plads
,100700,14/06/2009,15/06/2009,flytbar,58,14/06/2009 16.34,El-plads
,100701,17/07/2009,29/07/2009,flytbar,88,14/06/2009 16.37,El-plads
,100702,14/06/2009,15/06/2009,flytbar,61,14/06/2009 16.39,El-plads
,100703,07/07/2009,14/07/2009,flytbar,241,14/06/2009,El-plads
,100704,14/06/2009,16/06/2009,flytbar,132,14/06/2009 17.40,El-plads
,100706,08/08/2009,22/08/2009,flytbar,133,15/06/2009 09.30,El-plads
,100707,08/08/2009,22/08/2009,flytbar,135,15/06/2009 09.30,El-plads
,100711,14/06/2009,15/06/2009,flytbar,36,15/06/2009 10.07,El-plads
,100712,01/08/2009,16/08/2009,flytbar,64,15/06/2009 12.24,El-plads
,100713,11/07/2009,25/07/2009,flytbar,67,06/05/2009 20.41,El-plads
,100715,15/06/2009,16/06/2009,flytbar,116,15/06/2009 14.00,El-plads
,100718,15/06/2009,19/06/2009,flytbar,48,15/06/2009 14.14,El-plads
,100719,15/06/2009,19/06/2009,flytbar,144,08/08/2002,El-plads
,100726,15/06/2009,17/06/2009,flytbar,232,15/06/2009 15.40,El-plads
,100727,12/07/2009,19/07/2009,flytbar,69,06/04/1995,El-plads
,100728,15/06/2009,17/06/2009,flytbar,397,15/06/2009 16.05,El-plads
,100729,15/06/2009,16/06/2009,flytbar,99,15/06/2009 17.11,El-plads
,100730,15/06/2009,16/06/2009,flytbar,36,15/06/2009 17.18,El-plads
,100731,05/07/2009,09/07/2009,ikke flytbar,32,15/06/2009,El-plads
,100732,15/06/2009,16/06/2009,flytbar,129,15/06/2009 18.29,El-plads
,100740,15/06/2009,16/06/2009,flytbar,100,16/06/2009 11.10,El-plads
,100741,16/06/2009,24/06/2009,flytbar,90,28/05/2001,El-plads
,100742,16/06/2009,18/06/2009,flytbar,34,11/09/2001 18.13,El-plads
,100743,17/06/2009,19/06/2009,flytbar,76,16/06/2009 14.06,El-plads
,100744,16/06/2009,19/06/2009,flytbar,98,01/02/2000,El-plads
,100749,16/06/2009,21/06/2009,flytbar,140,24/09/2006 16.58,El-plads
,100751,16/06/2009,18/06/2009,flytbar,18,16/06/2009 15.29,El-plads
,100752,16/06/2009,18/06/2009,flytbar,20,16/06/2009 15.29,El-plads
,100754,18/07/2009,31/07/2009,flytbar,245,16/06/2009 15.47,El-plads
,100755,18/07/2009,10/07/2009,flytbar,247,16/06/2009 15.47,El-plads
,100756,16/06/2009,21/06/2009,flytbar,141,16/06/2009 15.56,El-plads
,100758,15/07/2009,13/07/2009,flytbar,247,16/06/2009 15.47,El-plads
,100760,18/07/2009,31/07/2009,flytbar,247,16/06/2009 15.47,El-plads
,100764,16/06/2009,23/06/2009,flytbar,36,05/07/2003 11.35,El-plads
,77262,25/05/2006,28/05/2006,flytbar,346,24/01/2005 14.58,Hytte 08m2
,77263,25/05/2006,28/05/2006,flytbar,348,24/01/2005 14.58,Hytte 08m2
,77264,25/05/2006,28/05/2006,flytbar,347,24/01/2005 14.58,Hytte 08m2
,77265,25/05/2006,28/05/2006,flytbar,349,24/01/2005 14.58,Hytte 08m2
,77266,25/05/2006,28/05/2006,flytbar,353,24/01/2005 14.58,Hytte 08m2
,77267,25/05/2006,28/05/2006,flytbar,350,24/01/2005 14.58,Hytte 08m2
,77268,25/05/2006,28/05/2006,flytbar,351,24/01/2005 14.58,Hytte 08m2
,77376,22/07/2006,24/07/2006,flytbar,346,13/01/2006 13.34,Hytte 08m2
,77412,27/07/2006,31/07/2006,flytbar,347,29/12/1995,Hytte 08m2
,77417,09/06/2006,23/06/2006,flytbar,346,27/05/2001,Hytte 08m2
,77484,13/04/2006,18/04/2006,flytbar,346,27/05/2001,Hytte 08m2
,77486,12/05/2006,13/05/2006,flytbar,346,29/09/2005 17.18,Hytte 08m2
,77489,27/07/2006,31/07/2006,flytbar,346,01/03/2003,Hytte 08m2
,77490,27/07/2006,31/07/2006,flytbar,353,01/03/2003,Hytte 08m2
,77556,02/06/2006,04/06/2006,flytbar,346,20/02/2006,Hytte 08m2
,77557,02/06/2006,04/06/2006,ikke flytbar,347,20/02/2006,Hytte 08m2
,77629,10/04/2006,16/04/2006,flytbar,350,02/03/2006 12.47,Hytte 08m2
,77755,02/06/2006,04/06/2006,flytbar,353,13/03/2006,Hytte 08m2
,77951,10/04/2006,17/04/2006,flytbar,349,24/03/2006 12.21,Hytte 08m2
,78238,11/04/2006,13/04/2006,flytbar,347,19/04/2003 12.43,Hytte 08m2
,78322,13/04/2006,14/04/2006,flytbar,353,21/08/1996 13.07,Hytte 08m2
,78360,29/07/2006,04/08/2006,flytbar,348,14/04/2006 11.54,Hytte 08m2
,78361,14/04/2006,16/04/2006,flytbar,351,07/10/2005 14.22,Hytte 08m2
,78373,14/04/2006,16/04/2006,flytbar,348,14/04/2006 15.12,Hytte 08m2
,78412,15/04/2006,19/04/2006,flytbar,353,03/03/2003,Hytte 08m2
,78592,01/07/2006,02/07/2006,flytbar,346,24/04/2006 12.32,Hytte 08m2
,78610,28/04/2006,30/04/2006,flytbar,346,30/04/2005 09.42,Hytte 08m2
,78767,04/05/2006,07/05/2006,flytbar,346,03/05/2006 17.01,Hytte 08m2
,78789,05/05/2006,07/05/2006,flytbar,348,15/04/2003 15.10,Hytte 08m2
,78827,12/05/2006,15/05/2006,flytbar,353,15/07/2004 13.52,Hytte 08m2
,78870,14/05/2006,28/05/2006,flytbar,352,01/10/1999,Hytte 08m2
,78960,28/07/2006,30/07/2006,flytbar,349,25/04/2006,Hytte 08m2
,78961,28/07/2006,30/07/2006,flytbar,350,25/04/2006,Hytte 08m2
,78962,28/07/2006,30/07/2006,flytbar,351,25/04/2006,Hytte 08m2
,78963,28/07/2006,30/07/2006,flytbar,352,25/04/2006,Hytte 08m2
,79012,09/05/2006,13/05/2006,flytbar,349,09/05/2006 18.25,Hytte 08m2
,79131,13/05/2006,14/05/2006,flytbar,348,13/05/2006 11.02,Hytte 08m2
,79293,24/06/2006,26/06/2006,flytbar,346,22/05/2006 15.29,Hytte 08m2
,79310,23/05/2006,25/05/2006,flytbar,346,22/05/2006 16.34,Hytte 08m2
,79409,10/07/2006,14/07/2006,flytbar,348,26/05/2006 13.27,Hytte 08m2
,79493,03/06/2006,05/06/2006,flytbar,349,30/05/2006 11.44,Hytte 08m2
,79507,20/06/2006,22/06/2006,flytbar,347,31/05/2006 11.24,Hytte 08m2
,79515,03/06/2006,04/06/2006,flytbar,350,01/09/2005 11.44,Hytte 08m2
,79687,04/06/2006,05/06/2006,flytbar,351,04/06/2006 13.43,Hytte 08m2
,79799,08/06/2006,09/06/2006,flytbar,349,09/06/2006 08.55,Hytte 08m2
,79882,17/07/2006,23/07/2006,flytbar,347,12/06/2006 12.02,Hytte 08m2
,79883,17/07/2006,23/07/2006,flytbar,349,12/06/2006 12.02,Hytte 08m2
,79884,17/07/2006,23/07/2006,flytbar,350,12/06/2006 12.02,Hytte 08m2
,79971,15/06/2006,16/06/2006,flytbar,353,15/06/2006 16.51,Hytte 08m2
,79976,15/06/2006,16/06/2006,flytbar,347,15/06/2006 17.23,Hytte 08m2
,79996,04/07/2006,05/07/2006,flytbar,349,21/06/2004,Hytte 08m2
,80007,16/07/2006,22/07/2006,flytbar,348,16/06/2006,Hytte 08m2
,80024,25/08/2006,27/08/2006,flytbar,347,16/06/2006,Hytte 08m2
,80049,23/07/2006,28/07/2006,ikke flytbar,348,17/06/2006 19.31,Hytte 08m2
,80055,17/06/2006,18/06/2006,flytbar,347,17/06/2006 20.55,Hytte 08m2
,80062,23/07/2006,28/07/2006,flytbar,349,17/06/2006 19.31,Hytte 08m2
,80087,21/07/2006,23/07/2006,flytbar,353,19/06/2006 10.48,Hytte 08m2
,80104,23/06/2006,26/06/2006,flytbar,350,17/07/1996,Hytte 08m2
,80106,23/07/2006,27/07/2006,flytbar,347,08/07/2004,Hytte 08m2
