,TidId,Start,Slut,Notat,Notat,OprettelsesDato,Navn
,73319,07/04/2006,30/06/2006,flytbar,4,11/04/2003,El-plads
,74036,11/07/2006,01/08/2006,flytbar,126,18/02/2004 10.10,El-plads
,74706,07/04/2006,25/06/2006,flytbar,38,15/07/2005 15.26,El-plads
,74707,12/08/2006,22/10/2006,flytbar,38,15/07/2005 15.26,El-plads
,75235,18/07/2006,20/07/2006,flytbar,157,26/07/2005,El-plads
,75598,16/07/2006,16/08/2006,ikke flytbar,161,28/04/1995,El-plads
,76283,07/04/2006,30/06/2006,flytbar,2,06/05/2004 17.41,El-plads
,77120,06/07/2006,14/07/2006,ikke flytbar,32,16/10/2005 14.39,El-plads
,77202,07/04/2006,05/06/2006,flytbar,249,03/07/2005 13.05,El-plads
,77203,12/08/2006,18/10/2006,flytbar,249,03/07/2005 13.05,El-plads
,77299,07/04/2006,25/06/2006,flytbar,117,13/01/1998,El-plads
,77300,07/04/2006,30/06/2006,flytbar,139,30/06/2000,El-plads
,77301,07/04/2006,29/06/2006,flytbar,141,06/04/1996,El-plads
,77305,14/04/2006,30/06/2006,flytbar,72,02/05/1998,El-plads
,77314,07/04/2006,29/06/2006,flytbar,248,28/06/2003,El-plads
,77345,12/08/2006,29/10/2006,flytbar,100,16/10/2000 19.43,El-plads
,77352,17/07/2006,27/07/2006,flytbar,236,12/02/2002,El-plads
,77375,07/04/2006,06/06/2006,flytbar,251,27/07/2004,El-plads
,77380,08/04/2006,16/04/2006,flytbar,344,14/03/2005 15.42,El-plads
,77381,08/04/2006,16/04/2006,flytbar,32,14/03/2005 15.42,El-plads
,77384,28/04/2006,30/04/2006,flytbar,110,19/01/2006 11.56,El-plads
,77388,14/04/2006,30/06/2006,flytbar,143,01/07/2000,El-plads
,77396,12/08/2006,20/10/2006,flytbar,251,27/07/2004,El-plads
,77404,05/08/2006,12/08/2006,flytbar,39,25/01/2006 11.49,El-plads
,77420,08/04/2006,14/04/2006,flytbar,93,21/02/2005 11.20,El-plads
,77429,12/04/2006,19/04/2006,flytbar,94,03/02/2006 08.06,El-plads
,77430,07/04/2006,09/06/2006,flytbar,132,18/08/2000,El-plads
,77443,08/04/2006,22/04/2006,flytbar,100,08/09/1996,El-plads
,77449,08/07/2006,21/07/2006,flytbar,91,07/02/2006 09.21,El-plads
,77450,29/04/2006,12/05/2006,flytbar,236,25/10/1995,El-plads
,77459,12/04/2006,17/04/2006,flytbar,77,07/02/2006 15.23,El-plads
,77460,12/04/2006,17/04/2006,flytbar,79,07/02/2006 15.23,El-plads
,77461,12/04/2006,17/04/2006,flytbar,81,07/02/2006 15.23,El-plads
,77468,25/07/2006,08/08/2006,flytbar,88,27/01/2006 14.19,El-plads
,77469,07/04/2006,01/07/2006,flytbar,99,10/02/2006,El-plads
,77474,21/07/2006,28/07/2006,flytbar,245,09/05/2004 16.54,El-plads
,77477,17/07/2006,23/07/2006,flytbar,89,28/07/2004,El-plads
,77536,11/04/2006,29/04/2006,flytbar,62,03/04/1995,El-plads
,77542,04/05/2006,07/05/2006,flytbar,108,10/02/2005 15.43,El-plads
,77543,04/07/2006,19/07/2006,flytbar,71,11/04/2003,El-plads
,77553,12/05/2006,05/06/2006,flytbar,161,27/03/2003,El-plads
,77558,02/06/2006,04/06/2006,flytbar,28,20/02/2006,El-plads
,77559,30/05/2006,04/06/2006,flytbar,17,20/02/2006,El-plads
,77560,02/06/2006,04/06/2006,flytbar,19,20/02/2006,El-plads
,77562,02/06/2006,04/06/2006,flytbar,26,20/02/2006,El-plads
,77567,09/04/2006,16/04/2006,flytbar,90,13/04/2003,El-plads
,77568,13/04/2006,17/04/2006,flytbar,92,11/04/2003,El-plads
,77574,10/04/2006,16/04/2006,flytbar,89,20/02/2006 16.29,El-plads
,77578,06/08/2006,14/08/2006,flytbar,98,02/08/2001 10.58,El-plads
,77579,14/04/2006,21/04/2006,flytbar,157,25/02/1999,El-plads
,77580,14/04/2006,22/04/2006,flytbar,159,21/03/1997,El-plads
,77581,07/04/2006,26/06/2006,flytbar,39,21/02/2006 15.49,El-plads
,77586,10/04/2006,16/04/2006,flytbar,119,21/04/2005 16.43,El-plads
,77587,12/04/2006,17/04/2006,flytbar,121,21/04/2005 16.43,El-plads
,77588,12/04/2006,17/04/2006,flytbar,123,21/04/2005 16.43,El-plads
,77599,19/07/2006,31/07/2006,flytbar,92,27/02/2006 12.56,El-plads
,77600,19/07/2006,31/07/2006,flytbar,94,27/02/2006 12.56,El-plads
,77602,03/07/2006,07/07/2006,flytbar,232,13/02/2006 13.51,El-plads
,77604,20/07/2006,03/08/2006,flytbar,242,15/01/2006 20.16,El-plads
,77605,08/07/2006,20/07/2006,flytbar,96,08/02/2006,El-plads
,77615,07/04/2006,30/06/2006,flytbar,6,19/02/2002,El-plads
,77621,07/04/2006,30/06/2006,flytbar,34,22/02/2006 11.23,El-plads
,77622,12/08/2006,28/10/2006,flytbar,34,22/02/2006 11.23,El-plads
,77623,11/05/2006,14/05/2006,flytbar,92,03/04/2004 15.21,El-plads
,77625,07/04/2006,05/06/2006,flytbar,96,02/03/2006,El-plads
,77626,07/04/2006,28/06/2006,flytbar,98,02/03/2006 10.04,El-plads
,77627,15/07/2006,04/08/2006,flytbar,99,02/02/1996,El-plads
,77638,22/07/2006,29/07/2006,flytbar,32,13/02/2006 14.31,El-plads
,77639,22/07/2006,29/07/2006,flytbar,344,12/07/2003,El-plads
,77641,10/04/2006,16/04/2006,flytbar,91,03/03/2006 12.17,El-plads
,77661,15/07/2006,27/07/2006,flytbar,95,06/03/2006 11.06,El-plads
,77662,15/07/2006,27/07/2006,flytbar,97,06/03/2006 11.06,El-plads
,77691,07/04/2006,26/06/2006,flytbar,45,17/10/2005 12.32,El-plads
,77717,22/07/2006,30/07/2006,flytbar,66,09/03/2006 08.19,El-plads
,77718,20/07/2006,29/07/2006,flytbar,64,09/03/2006 08.23,El-plads
,77730,12/04/2006,17/04/2006,flytbar,244,22/03/2005 14.38,El-plads
,77735,25/05/2006,28/05/2006,flytbar,149,22/03/2005 14.38,El-plads
,77736,25/05/2006,28/05/2006,flytbar,151,22/03/2005 14.38,El-plads
,77738,25/05/2006,28/05/2006,flytbar,232,01/03/2006 11.34,El-plads
,77740,25/05/2006,28/05/2006,flytbar,397,01/03/2006 11.34,El-plads
,77741,23/05/2006,28/05/2006,flytbar,236,01/03/2006 11.34,El-plads
,77747,07/04/2006,25/06/2006,flytbar,135,16/07/2004 19.37,El-plads
,77752,12/04/2006,17/04/2006,ikke flytbar,131,13/03/2006 08.51,El-plads
,77766,24/07/2006,16/08/2006,ikke flytbar,397,28/07/1999,El-plads
,77787,22/07/2006,04/08/2006,flytbar,96,02/02/2006 11.23,El-plads
,77791,12/04/2006,30/06/2006,flytbar,134,17/03/2006 16.27,El-plads
,77820,08/07/2006,17/07/2006,flytbar,94,20/03/2006 10.46,El-plads
,77823,14/04/2006,17/04/2006,flytbar,93,20/03/2006 10.19,El-plads
,77825,25/05/2006,28/05/2006,flytbar,24,20/03/2006,El-plads
,77827,25/05/2006,27/05/2006,flytbar,19,20/03/2006,El-plads
,77828,25/05/2006,28/05/2006,flytbar,17,20/03/2006,El-plads
,77829,23/05/2006,28/05/2006,flytbar,66,24/01/2005 12.44,El-plads
,77830,13/04/2006,16/04/2006,flytbar,35,20/03/2006 14.27,El-plads
,77832,09/04/2006,15/04/2006,flytbar,24,17/01/2005 09.10,El-plads
,77835,07/04/2006,02/07/2006,flytbar,15,20/03/2006 16.53,El-plads
,77845,12/04/2006,27/04/2006,flytbar,69,22/04/2001,El-plads
,77846,14/04/2006,23/04/2006,flytbar,67,13/04/2002,El-plads
,77848,14/04/2006,23/04/2006,flytbar,64,21/03/2006 11.20,El-plads
,77849,13/04/2006,23/04/2006,flytbar,66,29/01/2003,El-plads
,77850,11/04/2006,17/04/2006,flytbar,61,29/01/2003,El-plads
,77851,13/04/2006,17/04/2006,flytbar,65,22/04/2001,El-plads
,77852,13/04/2006,18/04/2006,flytbar,63,29/01/2003,El-plads
,77921,11/04/2006,17/04/2006,flytbar,28,21/03/2006 16.42,El-plads
,77922,12/04/2006,17/04/2006,flytbar,26,21/03/2006 16.42,El-plads
,77925,24/07/2006,01/08/2006,flytbar,108,19/03/2006 08.01,El-plads
,77927,13/04/2006,17/04/2006,flytbar,161,22/03/2006 10.26,El-plads
,77928,24/05/2006,28/05/2006,ikke flytbar,9,11/03/2006 09.19,El-plads
,77929,24/05/2006,28/05/2006,ikke flytbar,11,11/03/2006 09.19,El-plads
,77930,24/05/2006,28/05/2006,ikke flytbar,13,11/03/2006 09.19,El-plads
,77946,24/05/2006,28/05/2006,flytbar,243,17/06/2004,El-plads
,77956,12/04/2006,17/04/2006,flytbar,82,24/03/2005 11.31,El-plads
,77965,12/05/2006,14/05/2006,flytbar,18,27/03/2006,El-plads
,77974,21/07/2006,12/08/2006,ikke flytbar,75,29/01/1996,El-plads
,77975,14/04/2006,17/04/2006,flytbar,110,27/03/2006 10.27,El-plads
,77977,09/07/2006,14/07/2006,flytbar,83,27/03/2006 10.33,El-plads
,77982,07/04/2006,25/06/2006,flytbar,140,27/03/2006,El-plads
,77992,11/05/2006,14/05/2006,flytbar,88,13/10/2000,El-plads
,77993,11/05/2006,14/05/2006,flytbar,90,13/10/2000,El-plads
,77996,12/04/2006,17/04/2006,flytbar,33,29/03/2006 10.09,El-plads
,77997,07/04/2006,06/06/2006,flytbar,87,29/03/2006 12.39,El-plads
,78000,09/04/2006,30/06/2006,flytbar,137,29/03/2006 15.49,El-plads
,78004,07/04/2006,30/06/2006,flytbar,133,24/03/1996,El-plads
,78010,13/04/2006,15/04/2006,flytbar,247,13/08/2001,El-plads
,78011,30/09/2006,14/10/2006,ikke flytbar,157,18/04/2005 13.35,El-plads
,78016,14/04/2006,17/04/2006,flytbar,398,30/03/2006 11.10,El-plads
,78026,12/04/2006,16/04/2006,flytbar,17,31/03/2006,El-plads
,78027,12/04/2006,16/04/2006,flytbar,19,31/03/2006,El-plads
,78032,12/04/2006,22/04/2006,flytbar,60,31/03/2006 17.50,El-plads
,78033,12/04/2006,22/04/2006,flytbar,59,31/03/2006 17.52,El-plads
,78043,07/04/2006,30/06/2006,flytbar,31,31/03/2006,El-plads
,78046,12/04/2006,17/04/2006,flytbar,122,01/04/2006 16.30,El-plads
,78047,12/04/2006,16/04/2006,flytbar,124,01/04/2006 16.30,El-plads
,78056,12/04/2006,16/04/2006,flytbar,75,02/04/2006,El-plads
,78058,13/04/2006,17/04/2006,flytbar,56,24/09/2004,El-plads
,78059,11/04/2006,29/04/2006,flytbar,232,18/05/1998,El-plads
,78061,13/04/2006,17/04/2006,flytbar,78,03/04/2006,El-plads
,78062,14/04/2006,17/04/2006,flytbar,80,03/04/2006 09.19,El-plads
,78063,14/04/2006,29/04/2006,flytbar,148,03/04/2006 11.43,El-plads
,78065,08/04/2006,17/04/2006,flytbar,128,15/03/2006 17.05,El-plads
,78066,11/04/2006,17/04/2006,flytbar,130,03/04/2006 13.22,El-plads
,78067,14/04/2006,23/04/2006,flytbar,145,06/09/2000 09.46,El-plads
,78070,10/04/2006,17/04/2006,flytbar,138,03/04/2006 12.13,El-plads
,78083,12/04/2006,17/04/2006,flytbar,150,03/04/2006,El-plads
,78085,03/08/2006,26/10/2006,flytbar,28,28/02/2006 11.23,El-plads
,78086,05/06/2006,24/06/2006,flytbar,22,12/07/2004 13.55,El-plads
,78087,13/04/2006,16/04/2006,flytbar,83,11/03/2005 10.37,El-plads
,78088,11/04/2006,17/04/2006,flytbar,243,04/04/2006 10.47,El-plads
,78092,09/04/2006,16/04/2006,flytbar,36,04/04/2006,El-plads
,78095,08/04/2006,15/04/2006,flytbar,236,10/07/1995,El-plads
,78097,07/04/2006,18/06/2006,flytbar,51,04/04/2006 10.59,El-plads
,78098,08/04/2006,13/04/2006,flytbar,74,04/04/2006,El-plads
,78101,08/04/2006,18/04/2006,flytbar,58,03/04/1995,El-plads
,78108,05/04/2006,17/04/2006,flytbar,245,05/04/2006 15.22,El-plads
,78113,20/04/2006,23/04/2006,flytbar,22,04/04/2005 13.34,El-plads
,78114,13/04/2006,17/04/2006,flytbar,20,06/04/2006 14.06,El-plads
,78116,13/04/2006,16/04/2006,flytbar,16,06/04/2006 14.06,El-plads
,78118,12/04/2006,17/04/2006,flytbar,118,06/04/2006 16.07,El-plads
,78119,12/04/2006,17/04/2006,flytbar,13,30/08/2002,El-plads
,78121,12/04/2006,16/04/2006,flytbar,11,06/04/2006,El-plads
,78124,07/04/2006,17/04/2006,flytbar,142,14/06/2001,El-plads
,78125,07/04/2006,14/04/2006,flytbar,80,02/04/2004 12.34,El-plads
,78126,07/04/2006,12/04/2006,flytbar,97,23/07/1999,El-plads
,78134,07/04/2006,10/04/2006,flytbar,18,03/09/2004 18.39,El-plads
,78135,07/04/2006,29/06/2006,flytbar,241,15/02/2001,El-plads
,78139,07/04/2006,18/04/2006,flytbar,49,04/04/1995,El-plads
,78140,12/04/2006,16/04/2006,flytbar,9,07/04/2006 15.41,El-plads
,78141,07/04/2006,14/04/2006,flytbar,398,07/04/2006 15.53,El-plads
,78143,07/04/2006,11/04/2006,flytbar,19,07/04/2006 16.27,El-plads
,78146,12/04/2006,17/04/2006,flytbar,47,07/04/2006 16.22,El-plads
,78148,07/04/2006,09/04/2006,flytbar,20,07/04/2006,El-plads
,78150,13/04/2006,24/06/2006,flytbar,95,07/04/2006 20.49,El-plads
,78153,08/04/2006,10/04/2006,flytbar,35,08/04/2006 10.34,El-plads
,78157,10/04/2006,17/04/2006,flytbar,116,03/10/2005 08.15,El-plads
,78159,08/04/2006,14/04/2006,flytbar,148,18/05/2005 10.28,El-plads
,78160,07/04/2006,14/04/2006,flytbar,48,04/04/2002 15.53,El-plads
,78161,11/04/2006,14/04/2006,flytbar,27,16/10/2005 14.39,El-plads
,78165,08/04/2006,17/04/2006,flytbar,42,20/03/1995,El-plads
,78166,08/04/2006,10/04/2006,flytbar,67,10/08/2004,El-plads
,78167,08/04/2006,10/04/2006,flytbar,65,10/08/2004,El-plads
,78171,08/04/2006,15/04/2006,flytbar,397,11/08/2001,El-plads
,78172,08/04/2006,12/04/2006,flytbar,16,22/03/2005 17.54,El-plads
,78174,08/04/2006,11/04/2006,flytbar,46,08/04/2006 16.44,El-plads
,78177,12/04/2006,17/04/2006,flytbar,88,08/04/2006 19.34,El-plads
,78180,12/04/2006,17/04/2006,flytbar,151,09/04/2006 10.14,El-plads
,78182,13/04/2006,20/04/2006,flytbar,53,09/04/2006,El-plads
,78183,13/04/2006,17/04/2006,flytbar,44,17/10/2005 12.32,El-plads
,78184,14/04/2006,17/04/2006,flytbar,57,17/10/2005 12.32,El-plads
,78185,13/04/2006,17/04/2006,flytbar,29,09/04/2006 13.17,El-plads
,78186,09/04/2006,16/04/2006,flytbar,153,23/09/2005 17.43,El-plads
,78188,14/04/2006,17/04/2006,flytbar,27,09/04/2006,El-plads
,78190,12/05/2006,14/05/2006,flytbar,91,09/04/2006,El-plads
,78192,09/04/2006,16/04/2006,flytbar,84,09/04/2006 14.56,El-plads
,78193,09/04/2006,12/04/2006,flytbar,110,09/04/2006 15.08,El-plads
,78194,12/04/2006,17/04/2006,flytbar,108,25/05/2004 17.42,El-plads
,78195,11/04/2006,14/04/2006,flytbar,104,16/04/1995,El-plads
,78197,13/04/2006,17/04/2006,flytbar,246,05/04/2004 13.35,El-plads
,78198,09/04/2006,17/04/2006,flytbar,149,27/03/2002,El-plads
,78200,13/04/2006,19/04/2006,flytbar,74,09/04/2006 21.43,El-plads
,78203,12/04/2006,15/04/2006,flytbar,125,10/04/2006 09.39,El-plads
,78204,09/04/2006,14/04/2006,flytbar,22,10/04/2006 09.41,El-plads
,78208,12/04/2006,17/04/2006,flytbar,97,27/03/2005,El-plads
,78209,09/04/2006,10/04/2006,flytbar,118,10/04/2006 10.23,El-plads
,78211,13/04/2006,16/04/2006,flytbar,25,10/04/2006 11.25,El-plads
,78212,13/04/2006,17/04/2006,flytbar,43,10/04/2006 11.36,El-plads
,78216,10/04/2006,19/04/2006,flytbar,50,01/10/2004 13.50,El-plads
,78217,10/04/2006,16/04/2006,flytbar,76,10/04/2006 11.56,El-plads
,78219,10/04/2006,13/04/2006,flytbar,145,25/05/1995,El-plads
,78224,10/04/2006,13/04/2006,flytbar,95,10/04/2006 13.40,El-plads
,78226,29/07/2006,13/08/2006,ikke flytbar,245,02/02/1998,El-plads
,78227,29/07/2006,08/08/2006,ikke flytbar,247,26/06/2005 19.59,El-plads
,78233,10/04/2006,14/04/2006,flytbar,157,10/10/1995,El-plads
,78234,10/04/2006,11/04/2006,flytbar,33,10/04/2006 17.12,El-plads
,78236,11/04/2006,17/04/2006,flytbar,71,06/08/1999,El-plads
,78237,10/04/2006,11/04/2006,flytbar,35,10/04/2006 18.12,El-plads
,78240,11/04/2006,25/04/2006,flytbar,129,08/04/1998,El-plads
,78242,14/04/2006,17/04/2006,flytbar,37,11/04/2006 11.08,El-plads
,78244,11/04/2006,12/04/2006,flytbar,33,10/04/2006 17.12,El-plads
,78246,11/04/2006,12/04/2006,flytbar,35,10/04/2006 18.12,El-plads
,78250,13/04/2006,17/04/2006,flytbar,253,01/04/2006 12.16,El-plads
,78251,11/04/2006,17/04/2006,flytbar,18,11/04/2006,El-plads
,78257,14/04/2006,17/04/2006,flytbar,144,09/04/2004 14.10,El-plads
,78261,11/04/2006,13/04/2006,flytbar,37,11/04/2006,El-plads
,78263,11/04/2006,17/04/2006,flytbar,382,26/03/2002,El-plads
,78265,13/04/2006,17/04/2006,flytbar,136,11/04/2006 09.24,El-plads
,78266,11/04/2006,12/04/2006,flytbar,19,11/04/2006 17.12,El-plads
,78268,11/04/2006,16/04/2006,flytbar,106,11/04/2006 17.28,El-plads
,78270,12/04/2006,16/04/2006,flytbar,46,28/03/2006 08.50,El-plads
,78272,30/07/2006,11/08/2006,flytbar,243,22/05/2005 18.33,El-plads
,78276,11/04/2006,13/04/2006,flytbar,25,11/04/2006 20.37,El-plads
,78277,12/04/2006,14/04/2006,flytbar,144,12/04/2006,El-plads
,78278,12/04/2006,14/04/2006,flytbar,64,16/02/1995,El-plads
,78279,12/04/2006,17/04/2006,flytbar,52,19/08/2005 17.05,El-plads
,78282,12/04/2006,17/04/2006,flytbar,126,27/10/2000 15.11,El-plads
,78283,12/04/2006,15/04/2006,flytbar,147,12/04/2006,El-plads
,78290,12/04/2006,16/04/2006,flytbar,3,12/04/2006 18.07,El-plads
,78291,12/04/2006,16/04/2006,flytbar,146,08/08/2004 12.26,El-plads
,78310,13/04/2006,17/04/2006,flytbar,242,07/04/2006 15.14,El-plads
,78311,13/04/2006,17/04/2006,flytbar,73,13/04/2006 13.49,El-plads
,78312,14/04/2006,17/04/2006,flytbar,120,13/04/2006 14.12,El-plads
,78327,13/04/2006,14/04/2006,flytbar,67,21/03/2006 11.20,El-plads
,78335,14/04/2006,16/04/2006,flytbar,104,14/04/2006 10.26,El-plads
,78355,14/04/2006,17/04/2006,flytbar,48,06/05/2004 20.21,El-plads
,78357,14/04/2006,16/04/2006,flytbar,22,18/07/1995,El-plads
,78377,03/06/2006,05/06/2006,flytbar,150,13/08/2001,El-plads
,78390,14/04/2006,17/04/2006,flytbar,158,14/04/2006 18.37,El-plads
,78391,15/04/2006,17/04/2006,flytbar,24,14/04/2006 18.53,El-plads
,78393,12/08/2006,26/10/2006,flytbar,72,02/05/1998,El-plads
,78395,15/04/2006,18/04/2006,flytbar,247,15/04/2006 11.15,El-plads
,78396,15/04/2006,17/04/2006,flytbar,236,21/10/1995,El-plads
,78401,15/04/2006,17/04/2006,flytbar,397,15/04/2006,El-plads
,78403,11/08/2006,29/10/2006,flytbar,126,15/04/2000,El-plads
,78406,15/04/2006,17/04/2006,flytbar,147,15/04/2006 15.24,El-plads
,78415,16/04/2006,17/04/2006,flytbar,17,14/05/2005 16.11,El-plads
,78425,17/04/2006,30/06/2006,flytbar,35,16/04/2006 15.28,El-plads
,78432,16/04/2006,17/04/2006,flytbar,89,16/04/2006 17.23,El-plads
,78436,12/08/2006,26/08/2006,flytbar,97,15/01/2006 18.37,El-plads
,78437,12/08/2006,26/08/2006,flytbar,99,16/02/2006 10.24,El-plads
,78440,17/04/2006,13/05/2006,flytbar,150,17/04/2006 12.47,El-plads
,78442,17/04/2006,08/05/2006,flytbar,75,28/03/1995,El-plads
,78444,17/04/2006,22/04/2006,flytbar,71,11/04/1995,El-plads
,78445,17/04/2006,26/04/2006,flytbar,149,09/04/1996,El-plads
,78446,17/04/2006,21/04/2006,flytbar,44,17/04/2006 15.29,El-plads
,78447,02/06/2006,05/06/2006,flytbar,89,17/04/2006 16.05,El-plads
,78448,02/06/2006,05/06/2006,flytbar,91,17/04/2006 16.05,El-plads
,78461,27/07/2006,02/08/2006,flytbar,132,03/01/2006 16.12,El-plads
,78468,18/04/2006,26/04/2006,flytbar,245,18/04/2006 14.20,El-plads
,78470,27/07/2006,02/08/2006,flytbar,134,03/01/2006 16.12,El-plads
,78473,25/06/2006,29/06/2006,flytbar,97,18/04/2006 16.36,El-plads
,78479,02/07/2006,07/07/2006,flytbar,148,10/09/2005 16.25,El-plads
,78510,01/07/2006,07/07/2006,flytbar,94,19/04/2003,El-plads
,78514,19/04/2006,04/05/2006,flytbar,78,19/04/2006 15.30,El-plads
,78520,17/07/2006,24/07/2006,flytbar,128,08/02/2006 13.50,El-plads
,78523,01/08/2006,08/08/2006,flytbar,84,13/01/2006 18.13,El-plads
,78525,20/04/2006,30/06/2006,flytbar,36,20/04/2006 15.34,El-plads
,78529,21/04/2006,07/05/2006,flytbar,80,09/04/1995,El-plads
,78530,21/04/2006,07/09/2006,flytbar,398,24/09/2005 09.41,El-plads
,78532,09/07/2006,22/07/2006,ikke flytbar,93,21/04/2006 15.24,El-plads
,78536,21/04/2006,27/04/2006,flytbar,57,21/04/2006 17.42,El-plads
,78538,21/04/2006,27/04/2006,flytbar,253,13/06/2005 16.01,El-plads
,78542,21/04/2006,23/04/2006,flytbar,247,03/06/1995,El-plads
,78546,22/04/2006,30/04/2006,flytbar,56,19/10/2000 15.45,El-plads
,78548,22/04/2006,26/04/2006,flytbar,90,22/04/2006 14.30,El-plads
,78550,24/04/2006,28/04/2006,flytbar,92,22/04/2006 14.30,El-plads
,78556,22/04/2006,24/04/2006,flytbar,27,21/04/2006 18.14,El-plads
,78557,02/06/2006,06/06/2006,flytbar,344,22/04/2006,El-plads
,78559,13/05/2006,18/05/2006,flytbar,94,22/04/2006 17.43,El-plads
,78571,23/04/2006,26/04/2006,flytbar,125,23/04/2006 12.04,El-plads
,78572,23/04/2006,03/05/2006,flytbar,24,24/04/2004 18.55,El-plads
,78573,23/04/2006,05/05/2006,flytbar,243,23/04/2006 16.27,El-plads
,78581,25/06/2006,01/07/2006,flytbar,43,27/06/2005 13.53,El-plads
,78588,24/04/2006,30/04/2006,flytbar,94,25/04/2005 14.28,El-plads
,78590,20/05/2006,21/05/2006,flytbar,93,24/04/2006 12.02,El-plads
,78591,05/05/2006,07/05/2006,flytbar,94,24/04/2006 12.36,El-plads
,78599,28/04/2006,02/05/2006,flytbar,77,28/03/1995,El-plads
,78605,27/04/2006,07/05/2006,flytbar,65,11/05/2002,El-plads
,78606,27/04/2006,07/05/2006,flytbar,63,30/04/1998,El-plads
,78612,25/04/2006,28/04/2006,flytbar,42,19/04/2005 14.17,El-plads
,78614,25/04/2006,30/04/2006,flytbar,88,25/04/2006 11.36,El-plads
,78620,25/04/2006,27/04/2006,flytbar,73,25/04/2006 15.23,El-plads
,78621,12/08/2006,29/10/2006,flytbar,117,13/01/1998,El-plads
,78628,30/03/2007,28/06/2007,flytbar,232,18/05/1998,El-plads
,78632,26/04/2006,28/04/2006,flytbar,90,26/04/2006 11.05,El-plads
,78634,02/07/2006,08/07/2006,flytbar,84,26/04/2006,El-plads
,78638,02/06/2006,05/06/2006,flytbar,78,07/07/2001,El-plads
,78639,02/06/2006,05/06/2006,flytbar,80,07/07/2001,El-plads
,78647,27/04/2006,16/05/2006,flytbar,22,29/08/1999,El-plads
,78648,27/04/2006,02/05/2006,flytbar,100,25/03/2005,El-plads
,78651,28/04/2006,30/04/2006,flytbar,42,28/04/2006 10.54,El-plads
,78656,22/07/2006,28/07/2006,flytbar,90,28/04/2006,El-plads
,78658,01/09/2006,16/09/2006,flytbar,62,03/04/1995,El-plads
,78660,28/04/2006,07/05/2006,flytbar,84,27/04/2005 11.10,El-plads
,78661,28/04/2006,07/05/2006,flytbar,82,27/04/2005 11.12,El-plads
,78664,29/04/2006,05/05/2006,flytbar,76,29/04/2006 08.38,El-plads
,78665,29/04/2006,01/05/2006,flytbar,159,29/04/2006 08.38,El-plads
,78666,29/04/2006,10/05/2006,flytbar,138,29/04/2006 09.07,El-plads
,78669,29/04/2006,02/06/2006,flytbar,106,23/09/2005 15.31,El-plads
,78674,29/04/2006,01/05/2006,flytbar,397,29/04/2006 11.41,El-plads
,78678,29/04/2006,30/04/2006,flytbar,161,29/04/2006 13.02,El-plads
,78680,29/04/2006,01/05/2006,flytbar,83,08/04/2002,El-plads
,78687,29/04/2006,01/05/2006,flytbar,28,03/04/2002 16.06,El-plads
,78688,29/04/2006,30/04/2006,flytbar,26,29/04/2006 17.55,El-plads
,78689,29/04/2006,01/05/2006,flytbar,69,16/04/2004 18.27,El-plads
,78690,29/04/2006,30/04/2006,flytbar,244,24/08/2001,El-plads
,78696,30/04/2006,02/05/2006,flytbar,89,30/04/2006 11.16,El-plads
,78701,30/04/2006,01/05/2006,flytbar,244,30/04/2006 13.44,El-plads
,78702,30/04/2006,07/05/2006,flytbar,60,30/04/2006 14.31,El-plads
,78705,30/04/2006,06/05/2006,flytbar,344,30/04/2006 16.45,El-plads
,78710,02/06/2006,04/06/2006,ikke flytbar,97,01/05/2006 09.54,El-plads
,78713,02/06/2006,05/06/2006,ikke flytbar,53,05/04/1996,El-plads
,78718,24/04/2006,02/05/2006,flytbar,18,18/05/2005 14.30,El-plads
,78719,30/06/2006,02/07/2006,flytbar,91,02/05/2006,El-plads
,78720,30/06/2006,03/07/2006,flytbar,93,02/05/2006,El-plads
,78722,11/05/2006,14/05/2006,flytbar,79,02/05/2006,El-plads
,78723,11/05/2006,14/05/2006,flytbar,81,02/05/2006,El-plads
,78724,11/05/2006,14/05/2006,flytbar,83,02/05/2006,El-plads
,78725,23/04/2006,02/05/2006,flytbar,130,23/04/1999,El-plads
,78726,02/05/2006,04/05/2006,flytbar,59,16/05/2002,El-plads
,78728,02/05/2006,05/05/2006,flytbar,66,02/05/2006 10.46,El-plads
,78744,02/05/2006,07/05/2006,flytbar,161,10/10/1997,El-plads
,78746,02/05/2006,05/05/2006,flytbar,159,02/05/2006,El-plads
,78749,02/05/2006,08/05/2006,flytbar,89,04/10/2005 17.35,El-plads
,78750,02/05/2006,03/05/2006,flytbar,20,16/05/2005 17.45,El-plads
,78757,06/06/2006,07/06/2006,flytbar,88,13/06/2005 16.01,El-plads
,78758,11/05/2006,14/05/2006,flytbar,245,03/05/2006,El-plads
,78762,24/05/2006,28/05/2006,flytbar,60,19/03/2005 12.37,El-plads
,78763,03/05/2006,05/05/2006,flytbar,245,03/05/2006 14.24,El-plads
,78768,03/05/2006,10/05/2006,flytbar,145,28/09/2004 16.02,El-plads
,78769,03/05/2006,04/05/2006,flytbar,18,03/05/2006 18.07,El-plads
,78770,03/05/2006,04/05/2006,flytbar,20,03/05/2006 18.09,El-plads
,78771,03/05/2006,07/05/2006,flytbar,62,03/05/2006 18.11,El-plads
,78774,02/06/2006,05/06/2006,flytbar,74,04/05/2006 09.25,El-plads
,78775,02/06/2006,05/06/2006,flytbar,76,04/05/2006 09.25,El-plads
