TidId,Start,Slut,Notat,EnhedsId,OprettelsesDato,Navn
28906,22-07-2007,24-07-2007,flytbar,30,20-07-2007,17 m2 4pers
28907,19-08-2007,21-08-2007,flytbar,282,20-07-2007,25 m2 Luksushytte
28908,20-07-2007,21-07-2007,flytbar,272,20-07-2007,Teltpladser
28909,20-07-2007,23-07-2007,flytbar,279,20-07-2007,25 m2 Luksushytte
28910,20-07-2007,21-07-2007,flytbar,287,20-07-2007,25 m2 Luksushytte
28912,20-07-2007,24-07-2007,flytbar,165,20-07-2007,Elplads
28913,20-07-2007,24-07-2007,flytbar,164,20-07-2007,Elplads
28914,20-07-2007,24-07-2007,flytbar,167,20-07-2007,Elplads
28915,20-07-2007,24-07-2007,flytbar,166,20-07-2007,Elplads
28916,19-07-2007,20-07-2007,flytbar,68,20-07-2007,Elplads
28917,22-07-2007,23-07-2007,flytbar,35,20-07-2007,15 m2 4pers
28918,22-07-2007,23-07-2007,flytbar,34,20-07-2007,17 m2 4pers
28919,22-07-2007,23-07-2007,flytbar,42,20-07-2007,15 m2 4pers
28920,22-07-2007,23-07-2007,flytbar,43,20-07-2007,15 m2 4pers
28921,22-07-2007,23-07-2007,flytbar,44,20-07-2007,15 m2 4pers
28922,22-07-2007,23-07-2007,flytbar,46,20-07-2007,15 m2 4pers
28924,22-07-2007,23-07-2007,flytbar,277,20-07-2007,25 m2 Luksushytte
28925,22-07-2007,23-07-2007,flytbar,285,20-07-2007,25 m2 Luksushytte
28926,22-07-2007,23-07-2007,flytbar,288,20-07-2007,Campingvogn fortelt
28927,20-07-2007,21-07-2007,flytbar,72,20-07-2007,Elplads
28928,23-07-2007,27-07-2007,flytbar,2,15-02-2007,10 m2 4pers u/udstyr
28929,20-07-2007,21-07-2007,flytbar,255,20-07-2007,Elplads
28930,05-10-2007,07-10-2007,flytbar,280,20-07-2007,25 m2 Luksushytte
28931,20-07-2007,22-07-2007,flytbar,35,05-07-2007,15 m2 4pers
28932,22-07-2007,26-07-2007,flytbar,173,23-04-2007,Elplads
28934,25-07-2007,27-07-2007,ikke flytbar,145,20-07-2007,Elplads
28936,20-07-2007,21-07-2007,flytbar,253,20-07-2007,Elplads
28938,02-08-2007,03-08-2007,flytbar,26,20-07-2007,10 m2 4pers u/udstyr
28939,30-07-2007,01-08-2007,flytbar,46,20-07-2007,15 m2 4pers
28940,20-07-2007,21-07-2007,flytbar,246,20-07-2007,Elplads
28941,20-07-2007,21-07-2007,flytbar,261,20-07-2007,Elplads
28942,21-07-2007,22-07-2007,flytbar,258,20-07-2007,Elplads
28943,22-07-2007,26-07-2007,ikke flytbar,144,22-07-2004,Elplads
28944,20-07-2007,22-07-2007,flytbar,123,20-07-2007,Elplads
28945,20-07-2007,21-07-2007,flytbar,89,20-07-2007,Elplads
28946,20-07-2007,21-07-2007,flytbar,77,20-07-2007,Elplads
28947,20-07-2007,22-07-2007,flytbar,285,20-07-2007,25 m2 Luksushytte
28948,20-07-2007,21-07-2007,flytbar,222,20-07-2007,Elplads
28949,20-07-2007,21-07-2007,flytbar,74,20-07-2007,Elplads
28950,24-07-2007,25-07-2007,flytbar,57,16-07-2007,25 m2 Luksushytte
28951,20-07-2007,21-07-2007,flytbar,30,20-07-2007,17 m2 4pers
28952,20-07-2007,21-07-2007,flytbar,85,20-07-2007,Elplads
28953,20-07-2007,21-07-2007,flytbar,31,20-07-2007,17 m2 4pers
28954,20-07-2007,21-07-2007,flytbar,69,20-07-2007,Elplads
28959,23-07-2007,27-07-2007,flytbar,141,21-07-2007,Elplads
28961,21-07-2007,23-07-2007,flytbar,289,21-07-2007,Campingvogn fortelt
28962,21-07-2007,22-07-2007,flytbar,144,21-07-2007,Elplads
28963,21-07-2007,22-07-2007,flytbar,30,21-07-2007,17 m2 4pers
28964,21-07-2007,22-07-2007,flytbar,162,21-07-2007,Elplads
28965,21-07-2007,22-07-2007,flytbar,140,21-07-2007,Elplads
28966,21-07-2007,22-07-2007,flytbar,139,21-07-2007,Elplads
28967,21-07-2007,22-07-2007,flytbar,141,21-07-2007,Elplads
28968,21-07-2007,22-07-2007,flytbar,143,21-07-2007,Elplads
28969,21-07-2007,22-07-2007,flytbar,147,21-07-2007,Elplads
28970,21-07-2007,26-07-2007,flytbar,281,29-04-2007,25 m2 Luksushytte
28972,21-07-2007,23-07-2007,flytbar,71,21-07-2007,Elplads
28973,21-07-2007,22-07-2007,flytbar,272,21-07-2007,Teltpladser
28974,22-07-2007,23-07-2007,flytbar,261,21-07-2007,Elplads
28975,21-07-2007,22-07-2007,flytbar,154,21-07-2007,Elplads
28977,21-07-2007,23-07-2007,flytbar,88,21-07-2007,Elplads
28978,21-07-2007,22-07-2007,flytbar,146,21-07-2007,Elplads
28979,21-07-2007,23-07-2007,flytbar,156,21-07-2007,Elplads
28980,21-07-2007,22-07-2007,flytbar,255,21-07-2007,Elplads
28981,21-07-2007,23-07-2007,flytbar,157,21-07-2007,Elplads
28982,21-07-2007,23-07-2007,flytbar,253,21-07-2007,Elplads
28983,21-07-2007,22-07-2007,flytbar,67,21-07-2007,Elplads
28984,21-07-2007,22-07-2007,flytbar,254,21-07-2007,Elplads
28985,21-07-2007,23-07-2007,flytbar,168,21-07-2007,Elplads
28987,21-07-2007,22-07-2007,flytbar,74,21-07-2007,Elplads
28989,21-07-2007,22-07-2007,flytbar,119,21-07-2007,Elplads
28991,21-07-2007,22-07-2007,flytbar,72,21-07-2007,Elplads
28992,21-07-2007,23-07-2007,flytbar,158,21-07-2007,Elplads
28993,21-07-2007,22-07-2007,flytbar,242,21-07-2007,Elplads
28994,22-07-2007,24-07-2007,flytbar,57,28-05-2007,25 m2 Luksushytte
28995,21-07-2007,24-07-2007,flytbar,38,22-07-2007,15 m2 4pers
28996,22-07-2007,23-07-2007,flytbar,26,20-07-2007,10 m2 4pers u/udstyr
28997,22-07-2007,23-07-2007,flytbar,2,20-07-2007,10 m2 4pers u/udstyr
28998,21-07-2007,22-07-2007,flytbar,148,22-07-2007,Elplads
28999,26-07-2007,31-07-2007,flytbar,289,22-07-2007,Campingvogn fortelt
29000,22-07-2007,23-07-2007,flytbar,278,25-04-2007,25 m2 Luksushytte
29001,02-08-2007,04-08-2007,flytbar,275,22-07-2007,25 m2 Luksushytte
29002,04-08-2007,10-08-2007,flytbar,282,29-04-2007,25 m2 Luksushytte
29004,30-07-2007,31-07-2007,flytbar,44,22-07-2007,15 m2 4pers
29006,22-07-2007,28-07-2007,flytbar,143,22-07-2007,Elplads
29007,22-07-2007,25-07-2007,flytbar,139,28-10-2005,Elplads
29008,22-07-2007,26-07-2007,flytbar,148,22-07-2007,Elplads
29009,22-07-2007,23-07-2007,flytbar,141,22-07-2007,Elplads
29010,22-07-2007,23-07-2007,flytbar,162,22-07-2007,Elplads
29011,22-07-2007,24-07-2007,flytbar,163,22-07-2007,Elplads
29012,22-07-2007,01-08-2007,flytbar,70,22-07-2007,Elplads
29013,22-07-2007,23-07-2007,flytbar,154,22-07-2007,Elplads
29015,22-07-2007,23-07-2007,flytbar,290,22-07-2007,Campingvogn fortelt
29016,22-07-2007,24-07-2007,flytbar,90,22-07-2007,Elplads
29017,26-07-2007,27-07-2007,flytbar,54,22-07-2007,25 m2 6pers
29018,22-07-2007,23-07-2007,flytbar,119,22-07-2007,Elplads
29019,22-07-2007,23-07-2007,flytbar,254,22-07-2007,Elplads
29020,22-07-2007,23-07-2007,flytbar,72,22-07-2007,Elplads
29021,22-07-2007,23-07-2007,flytbar,103,22-07-2007,Elplads
29022,22-07-2007,23-07-2007,flytbar,92,22-07-2007,Elplads
29023,22-07-2007,23-07-2007,flytbar,74,22-07-2007,Elplads
29024,22-07-2007,23-07-2007,flytbar,77,22-07-2007,Elplads
29025,22-07-2007,24-07-2007,flytbar,140,22-07-2007,Elplads
29026,22-07-2007,23-07-2007,flytbar,91,22-07-2007,Elplads
29027,22-07-2007,23-07-2007,flytbar,107,22-07-2007,Elplads
29028,22-07-2007,23-07-2007,flytbar,85,22-07-2007,Elplads
29029,22-07-2007,23-07-2007,flytbar,160,22-07-2007,Elplads
29030,22-07-2007,23-07-2007,flytbar,121,22-07-2007,Elplads
29031,22-07-2007,23-07-2007,flytbar,73,22-07-2007,Elplads
29032,22-07-2007,23-07-2007,flytbar,122,22-07-2007,Elplads
29033,22-07-2007,23-07-2007,flytbar,123,22-07-2007,Elplads
29034,22-07-2007,23-07-2007,flytbar,147,22-07-2007,Elplads
29035,22-07-2007,23-07-2007,flytbar,67,13-07-2007,Elplads
29036,22-07-2007,23-07-2007,flytbar,68,23-07-2006,Elplads
29037,22-07-2007,23-07-2007,flytbar,97,22-07-2007,Elplads
29038,22-07-2007,23-07-2007,flytbar,234,22-07-2007,Elplads
29039,25-07-2007,26-07-2007,flytbar,277,22-07-2007,25 m2 Luksushytte
29040,29-07-2007,01-08-2007,flytbar,279,22-07-2007,25 m2 Luksushytte
29042,24-07-2007,25-07-2007,flytbar,235,22-07-2007,Elplads
29043,27-07-2007,29-07-2007,flytbar,275,23-07-2007,25 m2 Luksushytte
29044,23-08-2007,24-08-2007,flytbar,45,17-08-2005,15 m2 4pers
29045,23-08-2007,24-08-2007,flytbar,38,17-08-2005,15 m2 4pers
29046,23-08-2007,24-08-2007,flytbar,42,17-08-2005,15 m2 4pers
29047,23-08-2007,24-08-2007,flytbar,40,17-08-2005,15 m2 4pers
29050,23-07-2007,29-07-2007,flytbar,156,23-07-2007,Elplads
29053,23-07-2007,28-07-2007,flytbar,154,23-07-2007,Elplads
29056,23-07-2007,24-07-2007,flytbar,272,23-07-2007,Teltpladser
29057,30-07-2007,31-07-2007,flytbar,153,23-07-2007,Elplads
29058,30-07-2007,31-07-2007,flytbar,155,23-07-2007,Elplads
29059,23-07-2007,29-07-2007,flytbar,158,23-07-2007,Elplads
29060,23-07-2007,26-07-2007,flytbar,142,30-07-2005,Elplads
29061,23-07-2007,25-07-2007,flytbar,123,23-07-2007,Elplads
29062,23-07-2007,24-07-2007,flytbar,162,23-07-2007,Elplads
29063,31-07-2007,04-08-2007,flytbar,284,23-07-2007,25 m2 Luksushytte
29067,23-07-2007,25-07-2007,flytbar,146,23-07-2007,Elplads
29068,23-07-2007,24-07-2007,flytbar,171,23-07-2007,Elplads
29070,23-07-2007,24-07-2007,flytbar,119,23-07-2007,Elplads
29072,01-08-2007,04-08-2007,flytbar,290,13-07-2006,Campingvogn fortelt
29074,23-07-2007,28-07-2007,flytbar,157,23-07-2007,Elplads
29075,23-07-2007,24-07-2007,flytbar,124,19-10-2006,Elplads
29076,23-07-2007,25-07-2007,flytbar,73,23-07-2007,Elplads
29078,23-07-2007,24-07-2007,flytbar,42,23-07-2007,15 m2 4pers
29079,23-07-2007,25-07-2007,flytbar,168,03-09-2004,Elplads
29080,23-07-2007,24-07-2007,flytbar,43,23-07-2007,15 m2 4pers
29081,23-07-2007,24-07-2007,flytbar,92,23-07-2007,Elplads
29082,23-07-2007,24-07-2007,flytbar,85,23-07-2007,Elplads
29083,23-07-2007,24-07-2007,flytbar,197,23-07-2007,Elplads
29084,23-07-2007,24-07-2007,flytbar,98,23-07-2007,Elplads
29085,23-07-2007,24-07-2007,flytbar,40,23-07-2007,15 m2 4pers
29086,23-07-2007,24-07-2007,flytbar,34,23-07-2007,17 m2 4pers
29087,23-07-2007,24-07-2007,flytbar,210,23-07-2007,Elplads
29088,23-07-2007,24-07-2007,flytbar,254,23-07-2007,Elplads
29089,23-07-2007,27-07-2007,flytbar,209,23-07-2007,Elplads
29090,23-07-2007,24-07-2007,flytbar,26,31-07-2006,10 m2 4pers u/udstyr
29091,23-07-2007,24-07-2007,flytbar,290,16-07-2007,Campingvogn fortelt
29092,04-08-2007,11-08-2007,flytbar,286,29-04-2007,25 m2 Luksushytte
29095,25-07-2007,30-07-2007,flytbar,26,23-07-2007,10 m2 4pers u/udstyr
29096,23-07-2007,24-07-2007,flytbar,175,23-07-2007,Elplads
29097,24-08-2007,26-08-2007,flytbar,40,23-07-2007,15 m2 4pers
29098,09-08-2007,12-08-2007,flytbar,284,23-07-2007,25 m2 Luksushytte
29100,23-07-2007,24-07-2007,flytbar,104,23-07-2007,Elplads
29101,09-08-2007,12-08-2007,flytbar,57,23-07-2007,25 m2 Luksushytte
29107,07-08-2007,08-08-2007,flytbar,45,23-07-2007,15 m2 4pers
29108,23-07-2007,24-07-2007,flytbar,289,23-07-2007,Campingvogn fortelt
29109,30-07-2007,01-08-2007,flytbar,286,23-07-2007,25 m2 Luksushytte
29111,23-07-2007,24-07-2007,flytbar,211,23-07-2007,Elplads
29112,23-07-2007,24-07-2007,flytbar,212,23-07-2007,Elplads
29113,23-07-2007,24-07-2007,flytbar,213,23-07-2007,Elplads
29114,23-07-2007,24-07-2007,flytbar,214,23-07-2007,Elplads
29115,23-07-2007,24-07-2007,flytbar,182,23-07-2007,Elplads
29119,25-07-2007,27-07-2007,flytbar,290,24-07-2007,Campingvogn fortelt
29120,24-07-2007,25-07-2007,flytbar,145,24-07-2007,Elplads
29121,27-07-2007,01-08-2007,flytbar,290,22-07-2007,Campingvogn fortelt
29122,24-07-2007,28-07-2007,flytbar,140,24-07-2007,Elplads
29123,24-07-2007,25-07-2007,flytbar,102,24-07-2007,Elplads
29124,24-07-2007,26-07-2007,flytbar,159,24-07-2007,Elplads
29125,25-08-2007,01-09-2007,flytbar,279,24-07-2007,25 m2 Luksushytte
29126,17-08-2007,21-08-2007,flytbar,33,24-07-2007,17 m2 4pers
29127,10-08-2007,13-08-2007,flytbar,280,24-07-2007,25 m2 Luksushytte
29128,24-07-2007,25-07-2007,flytbar,40,06-08-2002,15 m2 4pers
29130,24-07-2007,25-07-2007,flytbar,162,24-07-2007,Elplads
29131,24-07-2007,25-07-2007,flytbar,163,13-07-2007,Elplads
29132,24-07-2007,25-07-2007,flytbar,164,24-07-2007,Elplads
29133,24-07-2007,25-07-2007,flytbar,165,24-07-2007,Elplads
29134,24-07-2007,25-07-2007,flytbar,26,06-08-2002,10 m2 4pers u/udstyr
29137,23-07-2007,24-07-2007,flytbar,41,06-08-2002,15 m2 4pers
29138,24-07-2007,27-07-2007,flytbar,170,24-07-2007,Elplads
29139,25-07-2007,26-07-2007,flytbar,289,24-07-2007,Campingvogn fortelt
29140,24-07-2007,25-07-2007,flytbar,252,24-07-2007,Elplads
29141,24-07-2007,25-07-2007,flytbar,253,24-07-2007,Elplads
29143,24-07-2007,25-07-2007,flytbar,272,24-07-2007,Teltpladser
29144,09-08-2007,11-08-2007,flytbar,147,24-07-2007,Elplads
29145,24-07-2007,25-07-2007,flytbar,109,24-07-2007,Elplads
29146,24-07-2007,25-07-2007,flytbar,254,24-07-2007,Elplads
29147,24-07-2007,26-07-2007,flytbar,96,24-07-2007,Elplads
29148,24-07-2007,25-07-2007,flytbar,79,24-07-2007,Elplads
29149,24-07-2007,25-07-2007,flytbar,97,24-07-2007,Elplads
29150,24-07-2007,25-07-2007,flytbar,87,24-07-2007,Elplads
29151,24-07-2007,25-07-2007,flytbar,100,24-07-2007,Elplads
29152,24-07-2007,25-07-2007,flytbar,84,24-07-2007,Elplads
29153,01-08-2007,02-08-2007,flytbar,277,24-07-2007,25 m2 Luksushytte
29154,24-07-2007,25-07-2007,flytbar,160,24-07-2007,Elplads
29155,01-08-2007,03-08-2007,flytbar,279,24-07-2007,25 m2 Luksushytte
29156,24-07-2007,25-07-2007,flytbar,249,24-07-2007,Elplads
29157,25-07-2007,29-07-2007,flytbar,57,04-07-2007,25 m2 Luksushytte
29159,24-07-2007,26-07-2007,flytbar,69,25-07-2007,Elplads
29160,25-07-2007,26-07-2007,flytbar,164,25-07-2007,Elplads
29161,25-07-2007,26-07-2007,flytbar,166,25-07-2007,Elplads
29163,25-07-2007,26-07-2007,flytbar,168,25-07-2007,Elplads
29164,14-09-2007,15-09-2007,flytbar,276,25-07-2007,25 m2 Luksushytte
29165,25-07-2007,27-07-2007,flytbar,179,25-07-2007,Elplads
29166,25-07-2007,27-07-2007,flytbar,206,25-07-2007,Elplads
29168,25-07-2007,29-07-2007,flytbar,97,25-07-2007,Elplads
29169,11-08-2007,12-08-2007,flytbar,30,25-07-2007,17 m2 4pers
29170,25-07-2007,27-07-2007,flytbar,119,25-07-2007,Elplads
29171,25-07-2007,27-07-2007,flytbar,171,25-07-2007,Elplads
29172,25-07-2007,30-07-2007,flytbar,174,25-07-2007,Elplads
29173,25-07-2007,28-07-2007,flytbar,117,25-07-2007,Elplads
29174,25-07-2007,26-07-2007,flytbar,165,25-07-2007,Elplads
29175,25-07-2007,26-07-2007,flytbar,162,25-07-2007,Elplads
29176,25-07-2007,26-07-2007,flytbar,288,25-07-2007,Campingvogn fortelt
29177,25-07-2007,26-07-2007,flytbar,256,25-07-2007,Elplads
29178,25-07-2007,27-07-2007,flytbar,92,25-07-2007,Elplads
29179,25-07-2007,26-07-2007,flytbar,167,25-07-2007,Elplads
29180,25-07-2007,27-07-2007,flytbar,163,25-07-2007,Elplads
29181,25-07-2007,26-07-2007,flytbar,127,25-07-2007,Elplads
29182,25-07-2007,26-07-2007,flytbar,105,25-07-2007,Elplads
29183,25-07-2007,26-07-2007,flytbar,258,25-07-2007,Elplads
29184,25-07-2007,27-07-2007,flytbar,139,25-07-2007,Elplads
29185,25-07-2007,26-07-2007,flytbar,197,25-07-2007,Elplads
29186,25-07-2007,26-07-2007,flytbar,169,25-07-2007,Elplads
29187,25-07-2007,26-07-2007,flytbar,150,04-08-2006,Elplads
29188,25-07-2007,07-08-2007,flytbar,221,06-08-2002,Elplads
29189,25-07-2007,26-07-2007,flytbar,60,25-07-2007,Elplads
29190,25-07-2007,13-08-2007,flytbar,61,25-07-2007,Elplads
29191,25-07-2007,26-07-2007,flytbar,62,25-07-2007,Elplads
29192,25-07-2007,26-07-2007,flytbar,121,30-06-2007,Elplads
29193,25-07-2007,26-07-2007,flytbar,122,25-07-2007,Elplads
29194,28-07-2007,30-07-2007,flytbar,281,26-07-2007,25 m2 Luksushytte
29195,28-07-2007,30-07-2007,flytbar,274,26-07-2007,25 m2 Luksushytte
29197,26-07-2007,27-07-2007,flytbar,39,01-07-2007,15 m2 4pers
29198,26-07-2007,28-07-2007,flytbar,43,06-07-2007,15 m2 4pers
29199,26-07-2007,28-07-2007,flytbar,160,26-07-2007,Elplads
29200,25-07-2007,27-07-2007,flytbar,233,26-07-2007,Elplads
29201,25-07-2007,27-07-2007,flytbar,71,26-07-2007,Elplads
29202,29-07-2007,01-08-2007,flytbar,175,26-07-2007,Elplads
29203,03-08-2007,05-08-2007,flytbar,281,26-07-2007,25 m2 Luksushytte
29204,26-07-2007,27-07-2007,flytbar,210,26-07-2007,Elplads
29205,26-07-2007,27-07-2007,flytbar,144,20-10-2006,Elplads
29206,01-09-2007,03-09-2007,flytbar,58,26-07-2007,25 m2 Luksushytte
29207,26-07-2007,27-07-2007,flytbar,180,26-07-2007,Elplads
29208,26-07-2007,28-07-2007,flytbar,148,20-07-2004,Elplads
29209,26-07-2007,28-07-2007,flytbar,58,10-07-2007,25 m2 Luksushytte
29210,28-07-2007,30-07-2007,flytbar,58,26-07-2007,25 m2 Luksushytte
29211,26-07-2007,27-07-2007,flytbar,113,26-07-2007,Elplads
29212,26-07-2007,30-07-2007,flytbar,159,27-10-2003,Elplads
29213,26-07-2007,28-07-2007,flytbar,124,26-07-2007,Elplads
29214,26-07-2007,27-07-2007,flytbar,84,26-07-2007,Elplads
29215,26-07-2007,27-07-2007,flytbar,63,26-07-2007,Elplads
29216,27-07-2007,20-08-2007,flytbar,35,19-08-2005,15 m2 4pers
29217,26-07-2007,27-07-2007,flytbar,99,26-07-2007,Elplads
29218,26-07-2007,27-07-2007,flytbar,272,26-07-2007,Teltpladser
29219,26-07-2007,27-07-2007,flytbar,153,26-07-2007,Elplads
29220,26-07-2007,27-07-2007,flytbar,162,06-08-2002,Elplads
29221,26-07-2007,28-07-2007,flytbar,164,19-04-2003,Elplads
29222,28-07-2007,30-07-2007,flytbar,282,19-05-2007,25 m2 Luksushytte
29223,26-07-2007,27-07-2007,flytbar,252,26-07-2007,Elplads
29224,26-07-2007,28-07-2007,flytbar,165,26-07-2007,Elplads
29225,26-07-2007,27-07-2007,flytbar,30,26-07-2007,17 m2 4pers
29227,26-07-2007,27-07-2007,flytbar,166,26-07-2007,Elplads
29229,26-07-2007,27-07-2007,flytbar,75,26-07-2007,Elplads
29230,28-09-2007,30-09-2007,flytbar,287,26-07-2007,25 m2 Luksushytte
29233,12-09-2007,14-09-2007,flytbar,278,27-07-2007,25 m2 Luksushytte
29234,29-07-2007,05-08-2007,flytbar,278,26-07-2007,25 m2 Luksushytte
29237,28-07-2007,31-07-2007,flytbar,32,27-07-2007,17 m2 4pers
29239,31-07-2007,02-08-2007,flytbar,142,01-04-2007,Elplads
29241,27-07-2007,29-07-2007,flytbar,276,27-07-2007,25 m2 Luksushytte
29242,27-07-2007,28-07-2007,flytbar,163,27-07-2007,Elplads
29243,11-08-2007,12-08-2007,flytbar,276,27-07-2007,25 m2 Luksushytte
29244,27-07-2007,28-07-2007,flytbar,139,27-07-2006,Elplads
29245,15-07-2007,28-07-2007,flytbar,101,07-08-2006,Elplads
29247,07-09-2007,08-09-2007,flytbar,54,27-07-2007,25 m2 6pers
29249,27-07-2007,29-07-2007,flytbar,145,27-07-2007,Elplads
29250,27-07-2007,29-07-2007,flytbar,279,01-06-2007,25 m2 Luksushytte
29251,27-07-2007,29-07-2007,flytbar,142,30-09-2005,Elplads
29252,28-07-2007,30-07-2007,flytbar,55,27-07-2007,25 m2 6pers
29253,27-07-2007,29-07-2007,flytbar,144,27-07-2007,Elplads
29254,21-07-2007,01-09-2007,flytbar,152,06-08-2002,Elplads
29256,27-07-2007,28-07-2007,flytbar,141,27-07-2007,Elplads
29257,27-07-2007,28-07-2007,flytbar,247,27-07-2007,Elplads
29258,27-07-2007,28-07-2007,flytbar,85,27-07-2007,Elplads
29259,28-07-2007,29-07-2007,flytbar,45,27-07-2007,15 m2 4pers
29260,28-07-2007,30-07-2007,flytbar,54,27-07-2007,25 m2 6pers
29263,27-07-2007,28-07-2007,flytbar,91,27-07-2007,Elplads
29264,28-07-2007,30-07-2007,flytbar,284,12-04-2007,25 m2 Luksushytte
29265,04-08-2007,08-08-2007,flytbar,30,27-07-2007,17 m2 4pers
29266,27-07-2007,28-07-2007,flytbar,254,27-07-2007,Elplads
29267,07-07-2007,08-07-2007,flytbar,96,07-07-2007,Elplads
29268,27-07-2007,28-07-2007,flytbar,39,19-07-2003,15 m2 4pers
29269,28-07-2007,29-07-2007,flytbar,34,27-07-2007,17 m2 4pers
29270,27-07-2007,28-07-2007,flytbar,166,27-07-2007,Elplads
29271,27-07-2007,28-07-2007,flytbar,69,27-07-2007,Elplads
29272,27-07-2007,28-07-2007,flytbar,267,27-07-2007,Elplads
29273,27-07-2007,28-07-2007,flytbar,161,27-07-2007,Elplads
29274,27-07-2007,28-07-2007,flytbar,80,27-07-2007,Elplads
29275,27-07-2007,28-07-2007,flytbar,147,15-07-2007,Elplads
29276,27-07-2007,28-07-2007,flytbar,74,27-07-2007,Elplads
29277,27-07-2007,28-07-2007,flytbar,84,13-07-2007,Elplads
29278,27-07-2007,28-07-2007,flytbar,272,27-07-2007,Teltpladser
29279,27-07-2007,28-07-2007,flytbar,231,27-07-2007,Elplads
29280,30-07-2007,03-08-2007,flytbar,2,15-02-2007,10 m2 4pers u/udstyr
29281,27-07-2007,28-07-2007,flytbar,2,27-07-2007,10 m2 4pers u/udstyr
29282,27-07-2007,28-07-2007,flytbar,243,27-07-2007,Elplads
29283,28-07-2007,29-07-2007,flytbar,41,28-07-2007,15 m2 4pers
29285,28-07-2007,29-07-2007,flytbar,163,28-07-2007,Elplads
29287,28-07-2007,01-08-2007,flytbar,140,05-08-2006,Elplads
29290,28-07-2007,31-07-2007,flytbar,124,28-07-2007,Elplads
29291,28-07-2007,29-07-2007,flytbar,148,28-07-2007,Elplads
29292,28-07-2007,30-07-2007,flytbar,164,28-07-2007,Elplads
29293,03-08-2007,08-08-2007,flytbar,277,28-07-2007,25 m2 Luksushytte
29295,28-07-2007,29-07-2007,flytbar,154,22-07-2005,Elplads
29296,11-06-2007,12-06-2007,flytbar,274,28-07-2007,25 m2 Luksushytte
29297,28-07-2007,05-08-2007,flytbar,143,07-05-2002,Elplads
29298,28-07-2007,29-07-2007,flytbar,79,28-07-2007,Elplads
29299,28-07-2007,29-07-2007,flytbar,255,28-07-2007,Elplads
29301,28-07-2007,30-07-2007,flytbar,139,28-07-2007,Elplads
29302,28-07-2007,30-07-2007,flytbar,141,28-07-2007,Elplads
29303,28-07-2007,29-07-2007,flytbar,167,28-07-2007,Elplads
29304,28-07-2007,29-07-2007,flytbar,155,28-07-2007,Elplads
29305,28-07-2007,29-07-2007,flytbar,165,28-07-2007,Elplads
29306,28-07-2007,29-07-2007,flytbar,162,28-07-2007,Elplads
29307,28-07-2007,29-07-2007,flytbar,150,28-07-2007,Elplads
29308,28-07-2007,30-07-2007,flytbar,68,28-07-2007,Elplads
29310,28-07-2007,30-07-2007,flytbar,146,28-07-2007,Elplads
29311,28-07-2007,29-07-2007,flytbar,121,28-07-2007,Elplads
29312,28-07-2007,29-07-2007,flytbar,72,28-07-2007,Elplads
29313,28-07-2007,29-07-2007,flytbar,169,28-07-2007,Elplads
29314,28-07-2007,29-07-2007,flytbar,84,28-07-2007,Elplads
29316,28-07-2007,29-07-2007,flytbar,232,28-07-2007,Elplads
29317,28-07-2007,29-07-2007,flytbar,166,09-07-2007,Elplads
29318,27-08-2007,30-08-2007,flytbar,282,29-07-2007,25 m2 Luksushytte
29319,29-07-2007,01-08-2007,flytbar,41,12-08-2005,15 m2 4pers
29323,29-07-2007,31-07-2007,flytbar,142,29-07-2007,Elplads
29324,29-07-2007,30-07-2007,flytbar,39,29-07-2007,15 m2 4pers
29325,29-07-2007,30-07-2007,flytbar,162,29-07-2007,Elplads
29326,29-07-2007,30-07-2007,flytbar,147,29-07-2007,Elplads
29327,29-07-2007,30-07-2007,flytbar,144,11-04-2007,Elplads
29328,29-07-2007,30-07-2007,flytbar,145,29-07-2007,Elplads
29331,29-07-2007,01-08-2007,flytbar,157,29-07-2007,Elplads
29332,03-08-2007,05-08-2007,flytbar,165,29-07-2007,Elplads
29333,29-07-2007,02-08-2007,flytbar,156,29-07-2007,Elplads
29334,28-07-2007,31-07-2007,flytbar,170,28-07-2007,Elplads
29337,29-07-2007,30-07-2007,flytbar,169,29-07-2007,Elplads
29338,29-07-2007,30-07-2007,flytbar,87,29-07-2007,Elplads
29339,29-07-2007,31-07-2007,flytbar,165,29-07-2007,Elplads
29340,29-07-2007,31-07-2007,flytbar,167,29-07-2007,Elplads
29341,29-07-2007,30-07-2007,flytbar,154,06-08-2006,Elplads
29342,29-07-2007,31-07-2007,flytbar,166,29-07-2007,Elplads
29343,29-07-2007,31-07-2007,flytbar,168,29-07-2007,Elplads
29344,29-07-2007,30-07-2007,flytbar,155,29-07-2007,Elplads
29345,31-07-2007,03-08-2007,flytbar,289,29-07-2007,Campingvogn fortelt
29346,29-07-2007,31-07-2007,flytbar,158,29-07-2007,Elplads
29347,31-07-2007,01-08-2007,flytbar,285,29-07-2007,25 m2 Luksushytte
29348,29-07-2007,30-07-2007,flytbar,80,29-07-2007,Elplads
29349,29-07-2007,31-07-2007,flytbar,42,29-07-2007,15 m2 4pers
29350,29-07-2007,30-07-2007,flytbar,110,29-07-2007,Elplads
29351,29-07-2007,30-07-2007,flytbar,71,29-07-2007,Elplads
29352,29-07-2007,30-07-2007,flytbar,74,29-07-2007,Elplads
29353,29-07-2007,31-07-2007,flytbar,161,29-07-2007,Elplads
29354,29-07-2007,30-07-2007,flytbar,75,29-07-2007,Elplads
