TidId,Start,Slut,Notat,EnhedsId,OprettelsesDato,Navn
33364,21-07-2008,23-07-2008,flytbar,46,14-05-2008,15 m2 4pers
33366,21-07-2008,23-07-2008,flytbar,36,14-05-2008,15 m2 4pers
33368,06-06-2008,08-06-2008,flytbar,281,14-05-2008,25 m2 Luksushytte
33369,06-06-2008,08-06-2008,flytbar,282,08-05-2008,25 m2 Luksushytte
33370,14-05-2008,15-05-2008,flytbar,154,15-05-2008,Elplads
33371,14-05-2008,15-05-2008,flytbar,155,15-05-2008,Elplads
33372,15-05-2008,18-05-2008,flytbar,143,04-11-2002,Elplads
33373,15-05-2008,16-05-2008,flytbar,40,10-03-2008,15 m2 4pers
33375,15-05-2008,16-05-2008,flytbar,152,15-05-2008,Elplads
33376,15-05-2008,16-05-2008,flytbar,145,12-09-2003,Elplads
33377,15-05-2008,17-05-2008,flytbar,156,15-05-2008,Elplads
33378,15-05-2008,16-05-2008,flytbar,154,04-09-2004,Elplads
33379,15-05-2008,17-05-2008,flytbar,155,02-08-2005,Elplads
33380,15-05-2008,16-05-2008,flytbar,157,15-05-2008,Elplads
33381,15-05-2008,17-05-2008,flytbar,158,15-05-2008,Elplads
33382,15-05-2008,19-05-2008,flytbar,167,16-05-2008,Elplads
33383,19-05-2008,22-05-2008,flytbar,287,23-08-2007,25 m2 Luksushytte
33384,15-05-2008,18-05-2008,flytbar,166,16-05-2008,Elplads
33385,16-05-2008,18-05-2008,flytbar,164,16-05-2008,Elplads
33386,17-05-2008,18-05-2008,flytbar,139,16-05-2008,Elplads
33389,14-08-2008,16-08-2008,flytbar,54,16-05-2008,25 m2 6pers
33393,16-05-2008,17-05-2008,flytbar,144,16-05-2008,Elplads
33394,10-04-2009,13-04-2009,flytbar,286,07-09-2004,25 m2 Luksushytte
33395,10-04-2009,13-04-2009,flytbar,287,07-09-2004,25 m2 Luksushytte
33396,10-04-2009,13-04-2009,flytbar,56,07-09-2004,25 m2 Luksushytte
33399,10-04-2009,13-04-2009,flytbar,274,07-09-2004,25 m2 Luksushytte
33400,10-04-2009,13-04-2009,flytbar,275,07-09-2004,25 m2 Luksushytte
33401,10-04-2009,13-04-2009,flytbar,276,07-09-2004,25 m2 Luksushytte
33402,10-04-2009,13-04-2009,flytbar,277,07-09-2004,25 m2 Luksushytte
33403,10-04-2009,13-04-2009,flytbar,278,07-09-2004,25 m2 Luksushytte
33404,10-04-2009,13-04-2009,flytbar,279,07-09-2004,25 m2 Luksushytte
33405,10-04-2009,13-04-2009,flytbar,280,07-09-2004,25 m2 Luksushytte
33406,11-06-2008,14-06-2008,flytbar,286,16-05-2008,25 m2 Luksushytte
33407,13-06-2008,15-06-2008,flytbar,281,16-05-2008,25 m2 Luksushytte
33408,13-06-2008,15-06-2008,flytbar,279,16-05-2008,25 m2 Luksushytte
33409,13-06-2008,15-06-2008,flytbar,280,16-05-2008,25 m2 Luksushytte
33410,14-06-2008,17-06-2008,flytbar,278,16-05-2008,25 m2 Luksushytte
33411,16-05-2008,20-05-2008,flytbar,154,16-05-2008,Elplads
33412,16-05-2008,17-05-2008,flytbar,157,16-05-2008,Elplads
33413,16-05-2008,17-05-2008,flytbar,64,16-05-2008,Elplads
33415,16-05-2008,17-05-2008,flytbar,145,16-06-2006,Elplads
33416,16-05-2008,18-05-2008,flytbar,146,17-05-2008,Elplads
33417,20-06-2008,22-06-2008,flytbar,286,17-05-2008,25 m2 Luksushytte
33419,22-06-2008,24-06-2008,flytbar,275,17-05-2008,25 m2 Luksushytte
33420,17-05-2008,20-05-2008,flytbar,148,30-09-2007,Elplads
33422,16-05-2008,17-05-2008,flytbar,281,17-05-2008,25 m2 Luksushytte
33423,17-05-2008,18-05-2008,flytbar,152,17-05-2008,Elplads
33424,17-05-2008,18-05-2008,flytbar,170,06-11-2002,Elplads
33425,17-05-2008,18-05-2008,flytbar,150,18-05-2008,Elplads
33426,22-05-2008,29-05-2008,flytbar,68,18-05-2008,Elplads
33427,17-05-2008,18-05-2008,flytbar,165,18-05-2008,Elplads
33428,18-05-2008,19-05-2008,flytbar,144,24-05-2006,Elplads
33429,18-05-2008,24-05-2008,flytbar,121,18-05-2008,Elplads
33430,19-09-2008,21-09-2008,flytbar,279,18-05-2008,25 m2 Luksushytte
33431,07-06-2008,08-06-2008,flytbar,30,18-05-2008,17 m2 4pers
33432,18-05-2008,20-05-2008,flytbar,156,19-05-2008,Elplads
33433,23-05-2008,25-05-2008,flytbar,146,19-05-2008,Elplads
33434,26-05-2008,30-05-2008,flytbar,33,03-04-2008,17 m2 4pers
33437,04-06-2008,07-06-2008,flytbar,169,19-05-2008,Elplads
33438,19-05-2008,22-05-2008,flytbar,36,13-05-2008,15 m2 4pers
33439,27-05-2008,29-05-2008,flytbar,274,19-05-2008,25 m2 Luksushytte
33440,16-08-2008,18-08-2008,flytbar,287,19-05-2008,25 m2 Luksushytte
33441,08-06-2008,12-06-2008,flytbar,46,19-05-2008,15 m2 4pers
33443,12-09-2008,14-09-2008,flytbar,281,19-05-2008,25 m2 Luksushytte
33444,23-05-2008,25-05-2008,flytbar,285,25-04-2008,25 m2 Luksushytte
33445,24-05-2008,25-05-2008,flytbar,277,25-04-2008,25 m2 Luksushytte
33447,11-06-2008,13-06-2008,flytbar,58,01-04-2002,25 m2 Luksushytte
33449,14-07-2008,17-07-2008,flytbar,282,19-05-2008,25 m2 Luksushytte
33450,19-05-2008,21-05-2008,flytbar,145,19-05-2008,Elplads
33452,19-05-2008,20-05-2008,flytbar,153,22-06-2007,Elplads
33453,28-07-2008,31-07-2008,flytbar,43,17-07-2007,15 m2 4pers
33455,19-05-2008,20-05-2008,flytbar,157,19-05-2008,Elplads
33456,19-05-2008,20-05-2008,flytbar,143,19-05-2008,Elplads
33457,11-08-2008,12-08-2008,flytbar,140,19-05-2008,Elplads
33458,20-06-2008,22-06-2008,flytbar,287,19-05-2008,25 m2 Luksushytte
33459,25-05-2008,29-05-2008,flytbar,277,13-06-2007,25 m2 Luksushytte
33460,25-05-2008,29-05-2008,flytbar,278,13-06-2007,25 m2 Luksushytte
33461,19-05-2008,20-05-2008,flytbar,139,04-06-2006,Elplads
33462,30-05-2008,01-06-2008,ikke flytbar,283,20-05-2008,25 m2 Luksushytte
33463,20-06-2008,22-06-2008,flytbar,274,01-04-2002,25 m2 Luksushytte
33465,20-05-2008,23-05-2008,flytbar,146,20-05-2008,Elplads
33466,31-05-2008,07-06-2008,flytbar,278,20-05-2008,25 m2 Luksushytte
33468,26-05-2008,27-05-2008,flytbar,40,15-10-2007,15 m2 4pers
33469,19-09-2008,21-09-2008,flytbar,280,18-05-2008,25 m2 Luksushytte
33473,01-07-2008,05-07-2008,flytbar,281,20-05-2008,25 m2 Luksushytte
33474,29-07-2008,02-08-2008,flytbar,55,20-05-2008,25 m2 6pers
33479,21-07-2008,28-07-2008,flytbar,43,20-05-2008,15 m2 4pers
33480,20-05-2008,29-05-2008,flytbar,141,14-10-2005,Elplads
33481,20-05-2008,21-05-2008,flytbar,155,20-05-2008,Elplads
33482,27-05-2008,30-05-2008,flytbar,57,10-04-2008,25 m2 Luksushytte
33483,28-06-2008,01-07-2008,flytbar,56,21-05-2008,25 m2 Luksushytte
33485,02-10-2008,05-10-2008,flytbar,283,21-05-2008,25 m2 Luksushytte
33486,23-05-2008,25-05-2008,flytbar,283,21-05-2008,25 m2 Luksushytte
33487,21-05-2008,23-05-2008,flytbar,144,21-05-2008,Elplads
33489,21-05-2008,22-05-2008,flytbar,172,05-05-2004,Elplads
33490,21-05-2008,22-05-2008,flytbar,119,21-05-2008,Elplads
33492,11-06-2008,15-06-2008,flytbar,140,21-05-2008,Elplads
33493,20-05-2008,22-05-2008,flytbar,154,20-05-2008,Elplads
33495,21-05-2008,20-06-2008,flytbar,60,21-05-2008,Elplads
33497,21-05-2008,22-05-2008,flytbar,140,21-05-2008,Elplads
33498,21-05-2008,22-05-2008,flytbar,148,21-05-2008,Elplads
33499,06-06-2008,08-06-2008,flytbar,141,22-05-2008,Elplads
33500,22-05-2008,23-05-2008,flytbar,142,25-05-2006,Elplads
33501,22-05-2008,26-05-2008,flytbar,145,22-05-2008,Elplads
33502,29-05-2008,02-06-2008,flytbar,140,22-05-2008,Elplads
33503,06-06-2008,08-06-2008,flytbar,32,22-05-2008,17 m2 4pers
33504,23-05-2008,24-05-2008,flytbar,55,22-05-2008,25 m2 6pers
33505,22-05-2008,23-05-2008,flytbar,152,22-05-2008,Elplads
33506,22-05-2008,23-05-2008,flytbar,153,22-05-2008,Elplads
33507,22-05-2008,23-05-2008,flytbar,143,23-05-2008,Elplads
33508,30-05-2008,02-06-2008,ikke flytbar,285,23-05-2008,25 m2 Luksushytte
33509,26-05-2008,29-05-2008,flytbar,280,23-08-2007,25 m2 Luksushytte
33510,22-06-2008,27-06-2008,flytbar,285,23-05-2008,25 m2 Luksushytte
33515,10-07-2008,12-07-2008,flytbar,39,23-05-2008,15 m2 4pers
33518,25-07-2008,27-07-2008,flytbar,41,23-05-2008,15 m2 4pers
33519,27-07-2008,30-07-2008,flytbar,35,23-05-2008,15 m2 4pers
33520,23-05-2008,30-06-2008,flytbar,163,14-05-2008,Elplads
33521,27-07-2008,30-07-2008,flytbar,40,23-05-2008,15 m2 4pers
33522,27-07-2008,30-07-2008,flytbar,36,23-05-2008,15 m2 4pers
33523,20-07-2008,22-07-2008,flytbar,284,23-05-2008,25 m2 Luksushytte
33529,25-05-2008,06-06-2008,flytbar,142,20-05-2008,Elplads
33532,11-07-2008,13-07-2008,flytbar,275,23-05-2008,25 m2 Luksushytte
33535,29-07-2008,02-08-2008,flytbar,58,23-05-2008,25 m2 Luksushytte
33536,06-08-2008,07-08-2008,flytbar,31,23-05-2008,17 m2 4pers
33538,23-05-2008,25-05-2008,flytbar,160,03-03-2008,Elplads
33539,25-05-2008,31-05-2008,flytbar,139,11-05-2005,Elplads
33540,23-05-2008,24-05-2008,flytbar,153,24-06-2003,Elplads
33541,23-05-2008,24-05-2008,flytbar,144,23-05-2008,Elplads
33542,23-05-2008,25-05-2008,flytbar,142,23-05-2008,Elplads
33543,23-05-2008,24-05-2008,flytbar,66,23-05-2008,Elplads
33544,23-05-2008,25-05-2008,flytbar,147,10-10-2003,Elplads
33545,23-05-2008,24-05-2008,flytbar,150,23-05-2008,Elplads
33546,23-05-2008,24-05-2008,flytbar,152,23-05-2008,Elplads
33547,23-05-2008,24-05-2008,flytbar,274,24-04-2008,25 m2 Luksushytte
33548,27-05-2008,29-05-2008,flytbar,43,09-04-2008,15 m2 4pers
33549,23-05-2008,24-05-2008,flytbar,143,23-05-2008,Elplads
33550,23-05-2008,24-05-2008,flytbar,158,23-05-2008,Elplads
33552,24-05-2008,25-05-2008,flytbar,148,24-05-2008,Elplads
33553,24-05-2008,25-05-2008,flytbar,150,24-05-2008,Elplads
33554,01-06-2008,02-06-2008,flytbar,139,25-05-2008,Elplads
33556,24-05-2008,26-05-2008,flytbar,155,17-08-2002,Elplads
33557,25-05-2008,29-05-2008,flytbar,36,25-05-2008,15 m2 4pers
33558,24-05-2008,26-05-2008,flytbar,164,25-05-2008,Elplads
33559,25-05-2008,26-05-2008,flytbar,61,25-05-2008,Elplads
33560,25-05-2008,26-05-2008,flytbar,148,25-05-2008,Elplads
33561,25-05-2008,26-05-2008,flytbar,154,25-05-2008,Elplads
33564,25-05-2008,26-05-2008,flytbar,153,26-05-2008,Elplads
33567,26-05-2008,29-05-2008,flytbar,46,26-05-2008,15 m2 4pers
33568,25-05-2008,26-05-2008,flytbar,152,26-05-2008,Elplads
33569,27-07-2008,28-07-2008,flytbar,139,26-05-2008,Elplads
33570,28-06-2008,30-06-2008,flytbar,43,26-05-2008,15 m2 4pers
33572,20-07-2008,22-07-2008,flytbar,279,26-05-2008,25 m2 Luksushytte
33580,25-05-2008,26-05-2008,flytbar,140,26-05-2008,Elplads
33581,26-05-2008,01-08-2008,flytbar,77,26-06-2006,Elplads
33582,26-05-2008,30-05-2008,flytbar,58,19-12-2007,25 m2 Luksushytte
33583,25-05-2008,27-05-2008,flytbar,283,26-05-2008,25 m2 Luksushytte
33584,25-05-2008,26-05-2008,flytbar,146,26-05-2008,Elplads
33585,15-08-2008,17-08-2008,flytbar,45,01-03-2007,15 m2 4pers
33587,26-05-2008,31-05-2008,flytbar,147,26-05-2008,Elplads
33588,28-05-2008,30-05-2008,flytbar,159,26-08-2007,Elplads
33589,26-05-2008,30-05-2008,flytbar,146,24-08-2003,Elplads
33590,26-05-2008,27-05-2008,flytbar,148,26-05-2008,Elplads
33591,26-05-2008,27-05-2008,flytbar,145,26-05-2008,Elplads
33594,26-05-2008,27-05-2008,flytbar,144,26-05-2008,Elplads
33595,26-05-2008,11-07-2008,flytbar,126,04-02-2004,Elplads
33596,26-05-2008,27-05-2008,flytbar,152,26-05-2008,Elplads
33597,12-07-2008,14-07-2008,flytbar,35,26-05-2008,15 m2 4pers
33601,18-07-2008,21-07-2008,flytbar,54,26-05-2008,25 m2 6pers
33602,17-07-2008,19-07-2008,flytbar,285,15-02-2008,25 m2 Luksushytte
33603,26-05-2008,29-05-2008,flytbar,172,27-05-2008,Elplads
33604,27-05-2008,29-05-2008,flytbar,144,02-09-2006,Elplads
33605,14-06-2008,16-06-2008,flytbar,57,27-05-2008,25 m2 Luksushytte
33606,14-06-2008,18-06-2008,flytbar,58,27-05-2008,25 m2 Luksushytte
33609,15-06-2008,19-06-2008,flytbar,277,27-05-2008,25 m2 Luksushytte
33611,16-06-2008,18-06-2008,flytbar,279,27-05-2008,25 m2 Luksushytte
33612,16-06-2008,18-06-2008,flytbar,280,27-05-2008,25 m2 Luksushytte
33613,20-06-2008,22-06-2008,flytbar,277,27-05-2008,25 m2 Luksushytte
33614,20-06-2008,22-06-2008,flytbar,278,27-05-2008,25 m2 Luksushytte
33615,20-06-2008,22-06-2008,flytbar,279,27-05-2008,25 m2 Luksushytte
33616,20-06-2008,22-06-2008,flytbar,280,27-05-2008,25 m2 Luksushytte
33619,23-06-2008,26-06-2008,flytbar,276,27-05-2008,25 m2 Luksushytte
33621,23-06-2008,27-06-2008,flytbar,277,27-05-2008,25 m2 Luksushytte
33622,23-06-2008,26-06-2008,flytbar,279,27-05-2008,25 m2 Luksushytte
33623,24-06-2008,26-06-2008,flytbar,275,27-05-2008,25 m2 Luksushytte
33628,23-07-2008,25-07-2008,flytbar,68,27-05-2008,Elplads
33629,23-07-2008,25-07-2008,flytbar,172,27-05-2008,Elplads
33630,23-07-2008,25-07-2008,flytbar,70,27-05-2008,Elplads
33631,12-06-2008,18-06-2008,flytbar,153,27-05-2008,Elplads
33632,14-06-2008,17-06-2008,flytbar,287,27-05-2008,25 m2 Luksushytte
33634,27-05-2008,28-05-2008,flytbar,143,27-05-2008,Elplads
33635,30-05-2008,01-07-2008,flytbar,66,27-05-2008,Elplads
33636,27-05-2008,30-05-2008,flytbar,152,16-06-2004,Elplads
33637,30-05-2008,01-06-2008,flytbar,65,27-05-2008,Elplads
33638,03-06-2008,06-06-2008,flytbar,57,10-04-2008,25 m2 Luksushytte
33639,27-05-2008,30-05-2008,flytbar,40,10-03-2008,15 m2 4pers
33640,02-06-2008,06-06-2008,flytbar,44,09-04-2008,15 m2 4pers
33641,28-05-2008,29-05-2008,flytbar,63,26-04-2008,Elplads
33642,27-05-2008,28-05-2008,flytbar,65,28-05-2008,Elplads
33643,01-07-2008,05-07-2008,flytbar,56,25-10-2005,25 m2 Luksushytte
33644,27-05-2008,28-05-2008,flytbar,140,28-05-2008,Elplads
33650,02-06-2008,04-06-2008,flytbar,277,28-05-2008,25 m2 Luksushytte
33651,28-05-2008,31-05-2008,flytbar,148,28-05-2008,Elplads
33652,30-05-2008,31-05-2008,flytbar,150,28-05-2008,Elplads
33653,28-05-2008,29-05-2008,flytbar,160,28-05-2008,Elplads
33654,28-05-2008,29-05-2008,flytbar,158,28-05-2008,Elplads
33656,29-05-2008,10-06-2008,flytbar,165,31-03-2006,Elplads
33657,28-05-2008,29-05-2008,flytbar,171,14-06-2005,Elplads
33659,28-05-2008,29-05-2008,flytbar,143,29-05-2008,Elplads
33662,28-05-2008,30-05-2008,flytbar,155,29-05-2008,Elplads
33665,13-07-2008,26-07-2008,flytbar,33,29-05-2008,17 m2 4pers
33666,28-05-2008,29-05-2008,flytbar,157,29-05-2008,Elplads
33668,20-06-2008,27-06-2008,ikke flytbar,147,29-05-2008,Elplads
33669,29-05-2008,30-05-2008,flytbar,156,29-05-2008,Elplads
33670,29-05-2008,01-06-2008,flytbar,160,28-05-2008,Elplads
33671,29-05-2008,30-05-2008,flytbar,153,29-05-2008,Elplads
33672,04-06-2008,08-06-2008,flytbar,146,26-11-2006,Elplads
33673,30-05-2008,31-05-2008,flytbar,170,29-05-2008,Elplads
33674,30-05-2008,31-05-2008,flytbar,282,29-05-2008,25 m2 Luksushytte
33675,29-05-2008,30-05-2008,flytbar,66,27-05-2005,Elplads
33677,29-05-2008,30-05-2008,flytbar,166,29-05-2008,Elplads
33678,29-05-2008,30-05-2008,flytbar,119,29-05-2008,Elplads
33679,29-05-2008,30-05-2008,flytbar,82,29-05-2008,Elplads
33680,29-05-2008,30-05-2008,flytbar,88,29-05-2008,Elplads
33681,30-05-2008,31-05-2008,flytbar,286,30-05-2008,25 m2 Luksushytte
33682,30-05-2008,01-06-2008,flytbar,32,26-05-2008,17 m2 4pers
33684,30-05-2008,02-06-2008,flytbar,144,30-05-2008,Elplads
33685,30-05-2008,01-06-2008,flytbar,154,30-05-2008,Elplads
33686,10-06-2008,11-06-2008,flytbar,147,31-03-2008,Elplads
33687,02-06-2008,03-06-2008,flytbar,43,02-04-2008,15 m2 4pers
33688,15-07-2008,17-07-2008,flytbar,35,30-05-2008,15 m2 4pers
33689,30-05-2008,06-07-2008,flytbar,143,08-04-2006,Elplads
33691,30-05-2008,02-06-2008,flytbar,157,30-05-2008,Elplads
33692,13-08-2008,16-08-2008,flytbar,55,23-05-2008,25 m2 6pers
33693,13-08-2008,16-08-2008,flytbar,277,23-05-2008,25 m2 Luksushytte
33697,30-05-2008,31-05-2008,flytbar,153,30-05-2008,Elplads
33698,30-05-2008,31-05-2008,flytbar,155,30-05-2008,Elplads
33699,30-05-2008,01-06-2008,flytbar,152,30-05-2008,Elplads
33700,30-05-2008,31-05-2008,flytbar,44,30-05-2008,15 m2 4pers
33701,30-05-2008,02-06-2008,flytbar,141,16-06-2007,Elplads
33702,30-05-2008,01-06-2008,flytbar,164,30-05-2008,Elplads
33703,30-05-2008,31-05-2008,flytbar,169,30-05-2008,Elplads
33704,28-06-2008,30-06-2008,flytbar,278,30-05-2008,25 m2 Luksushytte
33705,31-05-2008,02-06-2008,flytbar,156,31-05-2008,Elplads
33706,31-05-2008,01-06-2008,flytbar,153,31-05-2008,Elplads
33707,31-05-2008,01-06-2008,flytbar,145,31-05-2008,Elplads
33708,01-06-2008,03-06-2008,flytbar,272,31-05-2008,Teltpladser
33709,20-06-2008,22-06-2008,flytbar,46,31-05-2008,15 m2 4pers
33710,31-05-2008,02-06-2008,flytbar,287,21-03-2007,25 m2 Luksushytte
33711,31-05-2008,02-06-2008,flytbar,82,01-06-2008,Elplads
33712,31-05-2008,01-06-2008,flytbar,168,01-06-2008,Elplads
33713,01-06-2008,04-06-2008,flytbar,153,01-06-2008,Elplads
33714,31-05-2008,01-06-2008,flytbar,85,01-06-2008,Elplads
33715,30-05-2008,01-06-2008,flytbar,167,01-06-2008,Elplads
33716,01-06-2008,02-06-2008,flytbar,145,01-06-2008,Elplads
33717,31-05-2008,01-06-2008,flytbar,78,09-05-2007,Elplads
33718,31-05-2008,01-06-2008,flytbar,83,01-06-2008,Elplads
33719,31-05-2008,05-06-2008,flytbar,58,06-08-2002,25 m2 Luksushytte
33720,01-06-2008,05-06-2008,flytbar,159,15-05-2007,Elplads
33721,15-07-2008,17-07-2008,flytbar,37,01-06-2008,15 m2 4pers
33722,28-07-2008,30-07-2008,flytbar,283,01-06-2008,25 m2 Luksushytte
33723,28-07-2008,30-07-2008,flytbar,284,01-06-2008,25 m2 Luksushytte
33724,01-06-2008,02-06-2008,flytbar,150,02-06-2008,Elplads
33726,01-06-2008,02-06-2008,flytbar,148,02-06-2008,Elplads
33727,01-06-2008,03-06-2008,flytbar,162,31-05-2007,Elplads
33728,01-06-2008,02-06-2008,flytbar,147,13-08-2007,Elplads
33729,01-06-2008,03-06-2008,flytbar,171,02-06-2008,Elplads
33730,02-06-2008,04-06-2008,flytbar,40,02-06-2008,15 m2 4pers
33731,21-06-2008,22-06-2008,flytbar,43,02-06-2008,15 m2 4pers
33732,01-06-2008,05-06-2008,flytbar,276,06-08-2002,25 m2 Luksushytte
33733,20-07-2008,23-07-2008,flytbar,45,02-06-2008,15 m2 4pers
33734,03-06-2008,05-06-2008,ikke flytbar,65,26-05-2008,Elplads
33735,02-06-2008,06-06-2008,flytbar,144,02-06-2008,Elplads
33737,24-07-2008,26-07-2008,flytbar,44,02-06-2008,15 m2 4pers
33738,21-06-2008,23-06-2008,flytbar,284,02-06-2008,25 m2 Luksushytte
33740,16-06-2008,18-06-2008,flytbar,57,02-06-2008,25 m2 Luksushytte
33741,02-06-2008,06-06-2008,flytbar,281,02-06-2008,25 m2 Luksushytte
33742,02-06-2008,03-06-2008,flytbar,286,23-08-2007,25 m2 Luksushytte
33743,02-06-2008,04-06-2008,flytbar,140,02-06-2008,Elplads
33744,02-06-2008,06-06-2008,flytbar,155,02-06-2008,Elplads
33745,18-07-2008,20-07-2008,flytbar,45,02-06-2008,15 m2 4pers
33746,18-07-2008,20-07-2008,flytbar,36,02-06-2008,15 m2 4pers
33747,21-07-2008,23-07-2008,flytbar,37,02-06-2008,15 m2 4pers
33748,02-06-2008,06-06-2008,flytbar,150,02-06-2008,Elplads
33749,02-06-2008,03-06-2008,flytbar,152,02-06-2008,Elplads
33750,02-06-2008,03-06-2008,flytbar,154,02-06-2008,Elplads
33751,02-06-2008,03-06-2008,flytbar,156,02-06-2008,Elplads
33752,02-06-2008,03-06-2008,flytbar,141,02-06-2008,Elplads
33754,02-06-2008,03-06-2008,flytbar,164,02-06-2008,Elplads
33755,02-06-2008,04-06-2008,flytbar,166,02-06-2008,Elplads
33756,02-06-2008,05-06-2008,flytbar,79,15-07-2007,Elplads
33757,30-06-2008,02-07-2008,flytbar,39,02-06-2008,15 m2 4pers
33758,06-07-2008,08-07-2008,flytbar,54,02-06-2008,25 m2 6pers
33759,01-06-2008,03-06-2008,flytbar,181,09-06-2006,Elplads
33760,15-08-2008,17-08-2008,flytbar,147,03-06-2008,Elplads
33762,29-06-2008,02-07-2008,flytbar,274,03-06-2008,25 m2 Luksushytte
33765,03-06-2008,06-06-2008,flytbar,171,30-05-2007,Elplads
33766,03-06-2008,05-06-2008,flytbar,160,20-04-2005,Elplads
33767,03-06-2008,04-06-2008,flytbar,147,03-06-2008,Elplads
33768,03-06-2008,05-06-2008,flytbar,154,28-08-2004,Elplads
33769,18-06-2008,20-06-2008,flytbar,280,03-06-2008,25 m2 Luksushytte
33770,18-06-2008,20-06-2008,flytbar,279,03-06-2008,25 m2 Luksushytte
33771,04-07-2008,06-07-2008,flytbar,278,03-06-2008,25 m2 Luksushytte
33772,03-06-2008,04-06-2008,flytbar,139,03-06-2008,Elplads
33773,03-06-2008,10-06-2008,flytbar,145,03-06-2008,Elplads
33774,03-06-2008,05-06-2008,flytbar,148,03-06-2008,Elplads
33775,03-06-2008,04-06-2008,flytbar,68,03-06-2008,Elplads
33776,03-07-2008,05-07-2008,flytbar,40,03-06-2008,15 m2 4pers
33778,13-07-2008,16-07-2008,flytbar,283,03-06-2008,25 m2 Luksushytte
33779,03-06-2008,04-06-2008,flytbar,156,03-06-2008,Elplads
33780,03-06-2008,04-06-2008,flytbar,157,03-06-2008,Elplads
33781,03-06-2008,04-06-2008,flytbar,72,17-06-2003,Elplads
33782,03-06-2008,04-06-2008,flytbar,119,03-06-2008,Elplads
33783,06-06-2008,07-06-2008,flytbar,261,04-05-2008,Elplads
33784,03-06-2008,04-06-2008,flytbar,141,04-06-2008,Elplads
33785,03-06-2008,04-06-2008,flytbar,286,04-06-2008,25 m2 Luksushytte
33786,27-06-2008,29-06-2008,flytbar,287,04-06-2008,25 m2 Luksushytte
33787,04-06-2008,08-06-2008,flytbar,147,04-11-2002,Elplads
33788,08-06-2008,13-06-2008,flytbar,30,04-06-2008,17 m2 4pers
33791,08-06-2008,15-06-2008,flytbar,32,04-06-2008,17 m2 4pers
33792,08-06-2008,15-06-2008,flytbar,33,04-06-2008,17 m2 4pers
33796,29-07-2008,30-07-2008,flytbar,44,04-06-2008,15 m2 4pers
33798,04-06-2008,06-06-2008,ikke flytbar,141,04-06-2008,Elplads
33799,09-06-2008,11-06-2008,flytbar,286,04-06-2008,25 m2 Luksushytte
33800,04-06-2008,06-06-2008,flytbar,140,08-08-2007,Elplads
33801,04-06-2008,05-06-2008,flytbar,153,02-06-2007,Elplads
33802,05-06-2008,08-06-2008,flytbar,148,04-06-2008,Elplads
33803,21-07-2008,24-07-2008,flytbar,34,06-05-2008,17 m2 4pers
33804,04-06-2008,05-06-2008,flytbar,156,04-06-2008,Elplads
33805,08-06-2008,14-06-2008,flytbar,57,04-06-2008,25 m2 Luksushytte
33806,04-06-2008,06-06-2008,flytbar,36,10-03-2008,15 m2 4pers
33808,30-07-2008,07-08-2008,flytbar,42,10-08-2007,15 m2 4pers
33809,04-06-2008,16-06-2008,flytbar,119,06-08-2002,Elplads
33810,12-06-2008,14-06-2008,flytbar,155,04-06-2008,Elplads
33811,04-06-2008,05-06-2008,flytbar,168,04-06-2008,Elplads
33813,04-06-2008,07-06-2008,flytbar,164,04-06-2008,Elplads
33816,06-06-2008,07-06-2008,flytbar,68,04-06-2008,Elplads
33819,04-06-2008,06-06-2008,flytbar,170,05-06-2008,Elplads
33820,06-06-2008,15-06-2008,flytbar,170,05-06-2008,Elplads
33821,09-06-2008,19-06-2008,flytbar,40,09-04-2008,15 m2 4pers
33822,01-07-2008,03-07-2008,flytbar,278,04-06-2008,25 m2 Luksushytte
33823,18-07-2008,21-07-2008,flytbar,41,05-06-2008,15 m2 4pers
33825,05-06-2008,08-06-2008,flytbar,160,23-08-2007,Elplads
33826,14-07-2008,16-07-2008,flytbar,55,05-06-2008,25 m2 6pers
33828,13-07-2008,16-07-2008,flytbar,284,05-06-2008,25 m2 Luksushytte
33830,17-07-2008,20-07-2008,flytbar,56,05-06-2008,25 m2 Luksushytte
33831,21-06-2008,23-06-2008,flytbar,32,06-03-2006,17 m2 4pers
33832,05-06-2008,06-06-2008,flytbar,162,05-06-2008,Elplads
33833,09-07-2008,11-07-2008,flytbar,275,23-11-2007,25 m2 Luksushytte
33834,03-07-2008,04-07-2008,flytbar,43,05-06-2008,15 m2 4pers
33835,05-06-2008,06-06-2008,flytbar,156,05-06-2008,Elplads
33836,05-06-2008,06-06-2008,flytbar,158,05-06-2008,Elplads
33837,05-06-2008,08-06-2008,flytbar,72,05-06-2008,Elplads
33838,05-06-2008,06-06-2008,flytbar,139,05-06-2008,Elplads
33839,05-06-2008,06-06-2008,flytbar,152,05-06-2008,Elplads
33840,05-06-2008,06-06-2008,flytbar,153,05-06-2008,Elplads
33841,05-06-2008,06-06-2008,flytbar,153,05-06-2008,Elplads
33842,06-06-2008,07-06-2008,flytbar,162,06-06-2008,Elplads
33843,06-06-2008,07-06-2008,flytbar,166,04-06-2008,Elplads
33844,05-06-2008,06-06-2008,flytbar,154,06-06-2008,Elplads
33845,08-06-2008,03-07-2008,flytbar,146,20-05-2008,Elplads
33849,19-07-2008,20-07-2008,flytbar,40,24-10-2005,15 m2 4pers
33850,01-08-2008,02-08-2008,flytbar,43,24-10-2005,15 m2 4pers
